"","associated_gene","Mouse","Fetal","Adult","Human"
"1475","FAM219B",NA,NA,2,4
"1476","FAM241B",1,1,NA,1
"1477","FAM32A",4,NA,NA,1
"1478","FAM3A",4,NA,1,2
"1479","FAM43B_CDA",1,NA,NA,NA
"1480","FAM45A",NA,1,1,1
"1481","FAM49A",NA,NA,NA,1
"1482","FAM49B",NA,4,10,12
"1483","FAM50A",1,1,NA,1
"1484","FAM53C",1,1,1,2
"1485","FAM57B",NA,2,1,2
"1486","FAM66C",NA,NA,1,1
"1487","FAM71E1",2,NA,NA,NA
"1488","FAM76B",NA,2,NA,3
"1489","FAM86DP",NA,NA,1,1
"1490","FAM98C",10,NA,2,2
"1491","FANCG",4,NA,NA,NA
"1492","FANCL",NA,1,NA,1
"1493","FAR1",1,NA,NA,NA
"1494","FAR2P3",NA,NA,2,3
"1495","FARP1",NA,1,NA,1
"1496","FARSA",1,1,NA,2
"1497","FARSB",NA,1,NA,1
"1498","FASTK",15,5,3,10
"1499","FASTKD2",1,NA,NA,NA
"1500","FASTKD3",NA,2,2,4
"1501","FBF1",2,NA,NA,NA
"1502","FBH1",6,NA,NA,NA
"1503","FBLN2",NA,NA,NA,1
"1504","FBRSL1",1,NA,NA,1
"1505","FBXL15",NA,1,1,1
"1506","FBXL16",4,NA,2,2
"1507","FBXL19",1,NA,NA,NA
"1508","FBXL20",1,NA,NA,NA
"1509","FBXL21P",NA,1,NA,1
"1510","FBXL6",2,3,3,4
"1511","FBXL6_AC233992.2",NA,NA,1,NA
"1512","FBXL8_HSF4",NA,1,NA,NA
"1513","FBXO2",NA,NA,1,1
"1514","FBXO21",NA,NA,NA,1
"1515","FBXO3",1,NA,NA,NA
"1516","FBXO31",1,NA,NA,NA
"1517","FBXO44",3,2,5,5
"1518","FBXO5",NA,1,NA,1
"1519","FBXO9",NA,1,NA,1
"1520","FBXW17",1,NA,NA,NA
"1521","FBXW5",8,4,10,14
"1522","FBXW7",1,1,2,3
"1523","FBXW8",1,NA,NA,NA
"1524","FBXW9",NA,NA,1,1
"1525","FCER1G",1,NA,NA,NA
"1526","FCGRT",NA,2,2,2
"1527","FDFT1",2,NA,NA,NA
"1528","FDPS",2,2,NA,2
"1529","FDX2",NA,NA,2,2
"1530","FEZ1",3,1,NA,1
"1531","FEZF2",2,NA,NA,NA
"1532","FGD2",2,NA,NA,NA
"1533","FGF17",NA,NA,1,1
"1534","FGF2",1,NA,NA,NA
"1535","FGFR1",1,NA,NA,NA
"1536","FGFR1OP",2,NA,NA,NA
"1537","FGFR1OP2",1,NA,NA,NA
"1538","FGFR3",2,NA,NA,NA
"1539","FHL1",4,2,3,3
"1540","FIBP",2,1,NA,3
"1541","FICD",1,NA,NA,NA
"1542","FIP1L1",2,2,NA,3
"1543","FKBP2",1,NA,NA,NA
"1544","FKBP4",1,NA,NA,NA
"1545","FKBP8",6,1,NA,3
"1546","FLAD1",2,3,NA,3
"1547","FLCN",2,NA,NA,NA
"1548","FLII",2,1,1,3
"1549","FLNA",1,1,1,1
"1550","FLOT1",4,NA,1,1
"1551","FLOT2",3,NA,NA,NA
"1552","FLRT2",NA,1,NA,1
"1553","FLYWCH1",NA,1,1,2
"1554","FMNL2",4,NA,1,1
"1555","FN1",2,NA,NA,NA
"1556","FN3KRP",1,NA,NA,NA
"1557","FNBP1",1,NA,1,1
"1558","FNBP1L",NA,2,NA,2
"1559","FNBP4",2,1,1,2
"1560","FNDC4",5,2,NA,3
"1561","FNDC5",NA,NA,1,1
"1562","FNTA",1,2,1,3
"1563","FOXG1_LINC01551",NA,NA,NA,1
"1564","FOXM1",1,1,NA,1
"1565","FOXN2",NA,1,1,2
"1566","FOXO3B",NA,NA,NA,1
"1567","FOXRED1",4,NA,NA,NA
"1568","FOXRED2",1,NA,NA,NA
"1569","FRG1BP",NA,1,NA,1
"1570","FRS3",2,NA,NA,NA
"1571","FSCN1",1,NA,NA,NA
"1572","FSD1",8,3,1,3
"1573","FTH1",1,1,1,2
"1574","FTL",NA,2,2,2
"1575","FTL1",1,NA,NA,NA
"1576","FTSJ1",NA,2,1,3
"1577","FTX",1,NA,NA,NA
"1578","FUBP1",2,1,NA,2
"1579","FUBP3",3,NA,NA,NA
"1580","FUOM",2,NA,NA,NA
"1581","FUS",1,1,1,1
"1582","FUT1",NA,NA,1,1
"1583","FUT8",NA,1,NA,1
"1584","FUZ",2,NA,NA,NA
"1585","FXR1",1,NA,NA,1
"1586","FXR2",3,NA,NA,NA
"1587","FXYD1",1,NA,2,2
"1588","FXYD5",1,NA,NA,NA
"1589","FYN",NA,NA,2,3
"1590","FZR1",4,NA,NA,NA
"1591","G3BP2",NA,NA,1,1
"1592","G6PC3",1,NA,NA,NA
"1593","GAA",4,NA,NA,NA
"1594","GABARAPL1",2,NA,NA,NA
"1595","GABBR1",4,NA,NA,NA
"1596","GABRA1",NA,NA,1,1
"1597","GAD1",NA,1,NA,1
"1598","GADD45G",1,NA,NA,NA
"1599","GAK",3,NA,NA,NA
"1600","GALE",4,1,NA,2
"1601","GALK1",NA,NA,1,1
"1602","GALNT11",1,NA,NA,NA
"1603","GALNT17",1,NA,NA,NA
"1604","GALNT2",1,NA,NA,1
"1605","GALNT7",NA,1,NA,1
"1606","GALNT9",NA,NA,1,1
"1607","GALT",4,2,2,6
"1608","GANAB",1,NA,NA,NA
"1609","GAPDH",1,1,NA,1
"1610","GAPVD1",7,1,1,2
"1611","GAR1",2,NA,NA,NA
"1612","GARNL3",1,NA,NA,NA
"1613","GAS2L1",6,NA,NA,1
"1614","GAS5",4,4,NA,4
"1615","GAS6",1,NA,NA,NA
"1616","GAS8",NA,NA,NA,1
"1617","GATD1",1,NA,NA,NA
"1618","GATD3A",1,NA,NA,NA
"1619","GATD3B",NA,1,1,2
"1620","GATM",2,NA,NA,NA
"1621","GBA",1,1,NA,1
"1622","GBA2",3,NA,1,2
"1623","GBAP1",NA,1,NA,1
"1624","GCA",NA,1,NA,1
"1625","GCDH",3,1,NA,1
"1626","GCDH_RPS6P25",NA,NA,NA,1
"1627","GCLC",1,NA,NA,NA
"1628","GCN1L1",1,NA,NA,NA
"1629","GDAP1",NA,3,1,4
"1630","GDAP1L1",1,3,2,3
"1631","GDF9",NA,NA,1,1
"1632","GDI1",3,5,4,7
"1633","GDPD2",2,1,NA,1
"1634","GDPD3_MAPK3",NA,1,NA,NA
"1635","GDPD5",NA,NA,1,1
"1636","GEMIN2",1,NA,NA,NA
"1637","GEMIN4",NA,1,NA,1
"1638","GET4",1,1,1,1
"1639","GFAP",3,NA,3,3
"1640","GFRA2",2,NA,NA,NA
"1641","GFRA4",9,NA,NA,NA
"1642","GGA1",2,NA,NA,NA
"1643","GGA2",1,2,NA,2
"1644","GGA3",3,1,NA,2
"1645","GGN",1,NA,NA,NA
"1646","GGNBP2",NA,NA,NA,1
"1647","GGPS1",7,2,1,3
"1648","GGT7",12,2,NA,2
"1649","GHITM",2,1,NA,1
"1650","GHR",1,NA,NA,NA
"1651","GID8",1,NA,NA,NA
"1652","GINM1",1,1,NA,1
"1653","GIPC1",1,NA,NA,NA
"1654","GIT2",NA,NA,NA,1
"1655","GJB6",1,NA,NA,NA
"1656","GLA",NA,2,NA,2
"1657","GLCCI1",1,NA,NA,NA
"1658","GLG1",NA,1,NA,1
"1659","GLI4",NA,1,NA,1
"1660","GLMP",2,NA,NA,NA
"1661","GLO1",1,NA,NA,NA
"1662","GLOD4",NA,NA,1,2
"1663","GLRX2",1,NA,NA,NA
"1664","GLRX3",NA,1,NA,1
"1665","GLS2",NA,NA,1,1
"1666","GLT8D1",1,3,1,4
"1667","GLUD1",2,NA,NA,NA
"1668","GLUL",NA,3,NA,4
"1669","GLYR1",3,NA,NA,NA
"1670","GM10138",2,NA,NA,NA
"1671","GM10353",2,NA,NA,NA
"1672","GM10418",1,NA,NA,NA
"1673","GM10419",4,NA,NA,NA
"1674","GM11613",2,NA,NA,NA
"1675","GM11767",1,NA,NA,NA
"1676","GM12522",1,NA,NA,NA
"1677","GM12841",1,NA,NA,NA
"1678","GM14399",1,NA,NA,NA
"1679","GM14403",3,NA,NA,NA
"1680","GM15246",2,NA,NA,NA
"1681","GM15537",1,NA,NA,NA
"1682","GM15956_RMC1",1,NA,NA,NA
"1683","GM1673",1,NA,NA,NA
"1684","GM16973_PSPC1",2,NA,NA,NA
"1685","GM17018",1,NA,NA,NA
"1686","GM17753",1,NA,NA,NA
"1687","GM18562",1,NA,NA,NA
"1688","GM20427",1,NA,NA,NA
"1689","GM20458",2,NA,NA,NA
"1690","GM20529_GMPPB",1,NA,NA,NA
"1691","GM20605",3,NA,NA,NA
"1692","GM20687",2,NA,NA,NA
"1693","GM21093",1,NA,NA,NA
"1694","GM21811",1,NA,NA,NA
"1695","GM28043",3,NA,NA,NA
"1696","GM28800",1,NA,NA,NA
"1697","GM3002",1,NA,NA,NA
"1698","GM30731",1,NA,NA,NA
"1699","GM32618",1,NA,NA,NA
"1700","GM3739",1,NA,NA,NA
"1701","GM3764",7,NA,NA,NA
"1702","GM37885",3,NA,NA,NA
"1703","GM38431",1,NA,NA,NA
"1704","GM40578",2,NA,NA,NA
"1705","GM41349",1,NA,NA,NA
"1706","GM42688",3,NA,NA,NA
"1707","GM42742",2,NA,NA,NA
"1708","GM42756",2,NA,NA,NA
"1709","GM43439",1,NA,NA,NA
"1710","GM44210",1,NA,NA,NA
"1711","GM45124_SYT3",1,NA,NA,NA
"1712","GM45441",1,NA,NA,NA
"1713","GM45552",4,NA,NA,NA
"1714","GM4631",1,NA,NA,NA
"1715","GM47079",1,NA,NA,NA
"1716","GM47283",2,NA,NA,NA
"1717","GM48551",2,NA,NA,NA
"1718","GM49320",1,NA,NA,NA
"1719","GM49328_GM49329",1,NA,NA,NA
"1720","GM49329",1,NA,NA,NA
"1721","GM49336",1,NA,NA,NA
"1722","GM49396",2,NA,NA,NA
"1723","GM49405",1,NA,NA,NA
"1724","GM49496",1,NA,NA,NA
"1725","GM9269",2,NA,NA,NA
"1726","GM9531_D430036J16RIK",1,NA,NA,NA
"1727","GM9962",1,NA,NA,NA
"1728","GMPPA",3,1,1,3
"1729","GMPPB",NA,NA,NA,1
"1730","GMPR2",2,NA,1,4
"1731","GNAI2",1,1,1,1
"1732","GNAL",1,NA,NA,NA
"1733","GNAS",1,NA,NA,NA
"1734","GNB1",2,1,2,2
"1735","GNB2",1,NA,NA,NA
"1736","GNE",NA,1,NA,1
"1737","GNL1",1,NA,NA,NA
"1738","GNL2",3,1,NA,1
"1739","GNL3",1,1,1,2
"1740","GNLY",NA,NA,1,1
"1741","GNPDA1",1,NA,NA,NA
"1742","GNPTAB",3,NA,NA,NA
"1743","GNPTG",3,1,3,4
"1744","GNRH2_MRPS26",NA,1,NA,1
"1745","GOLGA1",2,NA,NA,NA
"1746","GOLGA2",2,NA,NA,NA
"1747","GOLGA2P10",NA,1,NA,1
"1748","GOLGA5",1,NA,NA,NA
"1749","GOLGA8A",NA,NA,1,1
"1750","GON4L",NA,NA,NA,1
"1751","GORAB",1,NA,NA,NA
"1752","GORASP1",1,NA,NA,NA
"1753","GOT1",NA,NA,1,1
"1754","GPAA1",4,3,NA,5
"1755","GPAM",2,1,NA,1
"1756","GPAT4",NA,1,1,2
"1757","GPATCH2L",1,NA,1,1
"1758","GPC1",1,2,NA,2
"1759","GPCPD1",2,1,NA,1
"1760","GPHN",NA,NA,2,2
"1761","GPI1",1,NA,NA,NA
"1762","GPM6B",3,3,3,3
"1763","GPN1",1,NA,NA,NA
"1764","GPNMB",1,NA,NA,NA
"1765","GPR108",NA,1,1,2
"1766","GPR137",2,2,1,2
"1767","GPR155",1,NA,NA,NA
"1768","GPR162",4,1,2,4
"1769","GPR17",2,NA,NA,NA
"1770","GPR52_RABGAP1L",1,NA,NA,NA
"1771","GPR89",2,NA,NA,NA
"1772","GPRASP1",1,NA,NA,NA
"1773","GPRASP2",2,NA,NA,NA
"1774","GPRC5B",2,NA,1,1
"1775","GPS1",2,NA,3,2
"1776","GPS2",1,3,2,8
"1777","GPSM1",NA,NA,NA,1
"1778","GPX4",1,NA,1,1
"1779","GRAMD1A",1,NA,NA,NA
"1780","GRAMD1B",6,NA,NA,NA
"1781","GRAMD2B",NA,NA,3,3
"1782","GRAMD4",1,NA,NA,NA
"1783","GRAP",1,NA,NA,NA
"1784","GRB14",NA,NA,NA,1
"1785","GRIA2",7,4,4,6
"1786","GRIA3",1,NA,1,1
"1787","GRIA4",1,NA,NA,NA
"1788","GRIK5",2,NA,NA,NA
"1789","GRIN1",3,NA,3,3
"1790","GRIN2B",1,NA,NA,NA
"1791","GRIN2C",2,NA,NA,NA
"1792","GRINA",6,1,1,3
"1793","GRIPAP1",4,2,2,2
"1794","GRK6",5,NA,NA,NA
"1795","GRM2",6,1,1,1
"1796","GRN",1,NA,1,1
"1797","GRPEL1",1,NA,NA,NA
"1798","GRSF1",1,NA,NA,NA
"1799","GSK3A",8,NA,NA,NA
"1800","GSPT2",3,NA,NA,NA
"1801","GSS",NA,4,2,5
"1802","GSTA4",NA,1,NA,2
"1803","GSTK1",NA,1,1,2
"1804","GSTM5",1,NA,NA,NA
"1805","GSTP1",2,1,1,3
"1806","GTF2H3",2,NA,NA,NA
"1807","GTF2H5",1,NA,NA,NA
"1808","GTF2I",1,1,1,3
"1809","GTF2IP4",NA,1,2,3
"1810","GTF2IRD1",2,NA,NA,1
"1811","GTF2IRD2",1,NA,NA,NA
"1812","GTF3A",NA,1,NA,1
"1813","GTF3C5",NA,3,1,3
"1814","GTPBP2",NA,1,NA,3
"1815","GTPBP4",1,NA,NA,NA
"1816","GTPBP6",4,NA,NA,1
"1817","GUCD1",1,NA,NA,NA
"1818","GUCY1A1",NA,NA,1,2
"1819","GUCY1B1",NA,NA,NA,1
"1820","GUK1",NA,4,4,7
"1821","GUSB",NA,NA,NA,1
"1822","GUSBP11",NA,1,1,3
"1823","H2-D1",3,NA,NA,NA
"1824","H2-DMA",1,NA,NA,NA
"1825","H2-K1",1,NA,NA,NA
"1826","H2-KE6",1,NA,NA,NA
"1827","H2-Q1",1,NA,NA,NA
"1828","H2AFZ",NA,NA,NA,1
"1829","H3F3A",1,NA,NA,NA
"1830","H3F3B",NA,1,NA,1
"1831","HACD3",3,NA,NA,1
"1832","HAGH",NA,NA,1,1
"1833","HAGHL",4,NA,1,1
"1834","HAP1",8,NA,NA,NA
"1835","HAPLN2",3,NA,10,10
"1836","HAPLN4",3,NA,1,1
"1837","HARS",1,NA,1,1
"1838","HARS2",NA,2,NA,2
"1839","HAUS3",NA,2,NA,2
"1840","HAUS4",NA,NA,1,1
"1841","HAUS5",NA,NA,1,1
"1842","HAUS7",NA,NA,NA,1
"1843","HAX1",NA,NA,NA,1
"1844","HBP1",1,1,NA,1
"1845","HBS1L",3,NA,1,1
"1846","HCFC1R1",1,NA,1,1
"1847","HCFC2",1,1,NA,1
"1848","HCK",1,NA,NA,NA
"1849","HCN3",1,2,NA,3
"1850","HDAC1",1,1,NA,1
"1851","HDAC10",NA,1,1,3
"1852","HDAC3",7,NA,NA,1
"1853","HDAC5",13,NA,NA,NA
"1854","HDAC6",1,1,NA,1
"1855","HDGF",NA,NA,3,2
"1856","HDGFL2",2,NA,1,1
"1857","HECTD4",1,NA,NA,NA
"1858","HEMK1",1,NA,NA,NA
"1859","HENMT1",NA,1,NA,1
"1860","HERC2P2",NA,NA,1,1
"1861","HERPUD2",1,1,NA,2
"1862","HES5",1,NA,NA,NA
"1863","HES6",1,1,NA,1
"1864","HEXA",3,1,NA,1
"1865","HEXB",1,NA,NA,1
"1866","HEXD",NA,3,NA,3
"1867","HGH1",1,NA,NA,NA
"1868","HGS",1,2,2,4
"1869","HID1",3,2,3,5
"1870","HIF1AN",1,NA,NA,1
"1871","HIGD1A_CCDC13",NA,NA,NA,1
"1872","HINFP",NA,1,NA,2
"1873","HINT2",1,NA,1,1
"1874","HIP1",1,NA,NA,NA
"1875","HIP1R",NA,6,2,6
"1876","HIPK1",1,NA,NA,NA
"1877","HIRIP3",1,NA,NA,NA
"1878","HLTF",NA,1,NA,1
"1879","HMBOX1",NA,1,NA,1
"1880","HMBS",NA,1,2,2
"1881","HMG20B",1,2,1,2
"1882","HMGB1",NA,2,1,2
"1883","HMGCL",1,NA,NA,NA
"1884","HMGCS1",NA,3,NA,3
"1885","HMGN1",1,11,1,11
"1886","HMGN2",NA,2,1,2
"1887","HMGN3",2,3,2,4
"1888","HMGXB3",1,NA,NA,NA
"1889","HNRNPA1",1,1,1,1
"1890","HNRNPA2B1",7,4,1,4
"1891","HNRNPA3",NA,1,NA,1
"1892","HNRNPAB",1,NA,NA,NA
"1893","HNRNPC",3,3,2,3
"1894","HNRNPD",1,2,1,2
"1895","HNRNPDL",7,5,3,6
"1896","HNRNPF",1,NA,NA,NA
"1897","HNRNPH1",1,2,NA,2
"1898","HNRNPH2",1,NA,NA,NA
"1899","HNRNPH3",NA,1,NA,1
"1900","HNRNPK",1,NA,NA,NA
"1901","HNRNPL",5,NA,NA,NA
"1902","HNRNPLL",NA,1,NA,NA
"1903","HNRNPM",3,2,2,3
"1904","HNRNPU",1,NA,NA,NA
"1905","HNRNPUL1",NA,1,1,1
"1906","HOMER3",1,NA,NA,NA
"1907","HOOK2",2,NA,NA,NA
"1908","HP1BP3",2,12,3,12
"1909","HPCA",NA,NA,1,1
"1910","HPF1",1,NA,NA,NA
"1911","HPR",NA,NA,1,1
"1912","HPS5",1,NA,NA,NA
"1913","HRAS",1,NA,NA,NA
"1914","HRH3",5,NA,2,2
"1915","HS3ST2",1,NA,NA,NA
"1916","HSD11B1L",NA,NA,1,2
"1917","HSD17B12",NA,1,NA,2
"1918","HSD17B4",NA,NA,NA,1
"1919","HSDL1",NA,1,NA,1
"1920","HSF1",7,2,1,3
"1921","HSF4",NA,NA,4,4
"1922","HSF4_FBXL8",NA,NA,1,2
"1923","HSP90AB1",7,1,NA,1
"1924","HSP90B1",3,NA,1,1
"1925","HSPA14",1,NA,NA,NA
"1926","HSPA5",2,NA,1,1
"1927","HSPA8",4,1,1,2
"1928","HSPA9",NA,NA,1,1
"1929","HSPBP1",1,NA,NA,1
"1930","HSPD1",NA,3,1,3
"1931","HSPH1",1,2,1,3
"1932","HTATIP2",1,NA,NA,NA
"1933","HTRA1",1,NA,NA,NA
"1934","HTRA2",6,NA,NA,NA
"1935","HUS1",1,NA,NA,NA
"1936","HYI",1,3,1,4
"1937","HYOU1",NA,1,2,2
"1938","HYPK",1,NA,NA,NA
"1939","IAH1",1,NA,NA,NA
"1940","IARS",NA,3,1,4
"1941","ICA1",NA,NA,2,3
"1942","ICAM5",2,NA,2,2
"1943","ICMT",3,NA,NA,NA
"1944","ICOSL",1,NA,NA,NA
"1945","ID4",NA,1,1,1
"1946","IDH2",2,NA,NA,NA
"1947","IDH3A",NA,1,NA,1
"1948","IDH3B",5,1,2,4
"1949","IDH3G",5,NA,NA,NA
"1950","IDI1",NA,1,NA,1
"1951","IDS",NA,NA,2,2
"1952","IDUA",NA,1,NA,1
"1953","IFFO1",2,NA,NA,NA
"1954","IFI27",1,NA,NA,NA
"1955","IFNAR1",3,NA,NA,NA
"1956","IFNAR1_A930006K02RIK",1,NA,NA,NA
"1957","IFRD2",NA,NA,2,2
"1958","IFT20",NA,NA,1,1
"1959","IFT27",1,1,NA,1
"1960","IFT43",NA,1,1,3
"1961","IFT57",1,1,NA,1
"1962","IFT74",1,NA,NA,NA
"1963","IFT80",NA,1,NA,1
"1964","IFT81",1,NA,NA,NA
"1965","IGDCC4",2,NA,NA,NA
"1966","IGFBP6",1,NA,NA,NA
"1967","IGLON5",1,NA,NA,NA
"1968","IGLV5-52_AC245060.4",NA,NA,1,1
"1969","IGSF8",2,4,3,6
"1970","IK",1,2,NA,NA
"1971","IKBKB",1,NA,NA,NA
"1972","IKBKG",NA,1,NA,1
"1973","IKZF4",4,NA,NA,NA
"1974","IL1RAP",1,NA,NA,NA
"1975","IL20RA",1,NA,NA,NA
"1976","ILF2",NA,1,NA,1
"1977","ILF3",NA,6,NA,6
"1978","ILK",4,2,1,2
"1979","ILKAP",1,2,NA,3
"1980","ILVBL",1,NA,NA,1
"1981","IMMT",1,NA,NA,NA
"1982","IMP4",1,NA,2,3
"1983","IMPDH1",1,1,1,2
"1984","IMPDH2",NA,1,NA,2
"1985","INCENP",2,NA,NA,NA
"1986","INHBA",1,NA,NA,NA
"1987","INIP",1,NA,NA,NA
"1988","INO80",1,NA,NA,NA
"1989","INO80E",1,NA,NA,NA
"1990","INPP4A",NA,NA,1,1
"1991","INPP5D",1,NA,NA,NA
"1992","INPP5E",1,NA,NA,2
"1993","INPP5J",4,NA,1,1
"1994","INPP5K",1,1,NA,1
"1995","INPPL1",1,NA,NA,NA
"1996","INSIG1",2,NA,NA,NA
"1997","INTS1",3,NA,NA,NA
"1998","INTS10",4,NA,NA,NA
"1999","INTS11",1,2,2,5
"2000","INTS12",NA,3,NA,3
"2001","INTS13",1,NA,NA,NA
"2002","INTS14",1,NA,NA,NA
"2003","INTS6",NA,NA,NA,1
"2004","INTS6L",5,NA,1,NA
"2005","INTS7",1,NA,NA,NA
"2006","IP6K1",1,NA,NA,NA
"2007","IP6K2",2,2,NA,1
"2008","IPO11",1,NA,NA,NA
"2009","IPO13",3,NA,NA,NA
"2010","IPO4",2,NA,NA,NA
"2011","IPO9",2,NA,NA,NA
"2012","IQCC",NA,NA,1,1
"2013","IQCC_CCDC28B",NA,1,NA,1
"2014","IQCE",1,NA,NA,NA
"2015","IQSEC1",12,NA,NA,NA
"2016","IQSEC2",NA,NA,1,1
"2017","IQSEC3",NA,NA,2,2
"2018","IRAK1",1,NA,1,1
"2019","IRF3",1,NA,NA,NA
"2020","IRF9",NA,NA,1,1
"2021","ISCA2",NA,NA,NA,1
"2022","ISCU",1,2,2,3
"2023","ISG20L2",1,NA,NA,NA
"2024","IST1",1,2,1,2
"2025","ISYNA1",3,4,NA,4
"2026","ITGA6",1,NA,NA,NA
"2027","ITGAL",1,NA,NA,NA
"2028","ITGAV",1,NA,NA,NA
"2029","ITIH3",1,NA,NA,NA
"2030","ITM2C",1,1,NA,1
"2031","IVD",1,NA,NA,NA
"2032","IVNS1ABP",1,3,NA,4
"2033","IZUMO4",8,NA,NA,NA
"2034","JAK1",1,NA,NA,1
"2035","JAM3",1,NA,NA,NA
"2036","JKAMP",NA,NA,1,NA
"2037","JMJD4",NA,NA,2,2
"2038","JMJD6",2,NA,NA,1
"2039","JMJD8",3,2,2,2
"2040","JOSD1",1,NA,NA,NA
"2041","JOSD2",5,NA,NA,1
"2042","JPH3",1,NA,NA,NA
"2043","JTB",3,2,1,2
"2044","JUP",NA,1,1,1
"2045","KANK1",NA,NA,1,1
"2046","KANK3",3,NA,NA,NA
"2047","KAT14",1,NA,NA,NA
"2048","KAT2A",2,NA,NA,NA
"2049","KAT5",3,NA,NA,NA
"2050","KAT6B",NA,1,NA,1
"2051","KATNB1",1,5,3,6
"2052","KATNBL1",NA,1,NA,1
"2053","KBTBD2",NA,1,NA,1
"2054","KBTBD4",1,NA,NA,NA
"2055","KCNA1",1,NA,NA,NA
"2056","KCNAB3",1,NA,NA,NA
"2057","KCNB1",1,NA,NA,NA
"2058","KCNC4",1,NA,NA,NA
"2059","KCND3OS",1,NA,NA,NA
"2060","KCNG4",1,NA,NA,NA
"2061","KCNH3",NA,NA,1,1
"2062","KCNIP2",NA,1,NA,1
"2063","KCNIP3",1,NA,NA,NA
"2064","KCNK2",1,NA,NA,NA
"2065","KCNMB2",1,NA,NA,NA
"2066","KCNN2",1,NA,NA,NA
"2067","KCNN3",NA,NA,NA,1
"2068","KCNQ2",4,NA,NA,NA
"2069","KCNT1",1,NA,1,1
"2070","KCTD13",1,1,NA,1
"2071","KCTD13_SEZ6L2",1,NA,NA,NA
"2072","KCTD17",9,2,3,3
"2073","KCTD2",NA,NA,1,1
"2074","KCTD20",1,NA,NA,NA
"2075","KCTD3",NA,1,NA,1
"2076","KCTD5",1,NA,NA,NA
"2077","KDM1A",NA,2,NA,2
"2078","KDM2A",NA,NA,NA,1
"2079","KDM2B",2,5,1,5
"2080","KDM4B",1,NA,NA,NA
"2081","KDM5C",2,1,NA,1
"2082","KDM5D",NA,NA,1,1
"2083","KDM6B",NA,1,NA,1
"2084","KDM8",NA,NA,1,1
"2085","KHDC4",3,4,NA,4
"2086","KHDRBS1",NA,NA,1,1
"2087","KHDRBS3",1,NA,NA,NA
"2088","KHK",1,2,2,2
"2089","KHSRP",NA,1,1,1
"2090","KIAA0895L",NA,5,2,5
"2091","KIAA0930",NA,NA,2,2
"2092","KIAA2012",NA,NA,1,1
"2093","KIDINS220",NA,2,NA,3
"2094","KIF1BP",NA,1,NA,1
"2095","KIF22",NA,NA,NA,1
"2096","KIF27",1,NA,NA,NA
"2097","KIF3A",1,NA,NA,NA
"2098","KIF3C",2,NA,NA,NA
"2099","KIF5A",1,NA,NA,1
"2100","KIF5B",2,NA,NA,NA
"2101","KIFAP3",NA,1,NA,1
"2102","KIFC2",4,10,8,19
"2103","KIFC3",1,NA,NA,NA
"2104","KLC1",1,2,2,2
"2105","KLC2",2,NA,1,1
"2106","KLC4",2,NA,NA,NA
"2107","KLF15",1,NA,NA,NA
"2108","KLF2",1,NA,NA,NA
"2109","KLF6",NA,1,1,2
"2110","KLHDC2",1,3,NA,3
"2111","KLHDC3",1,1,2,3
"2112","KLHDC8A",NA,1,NA,1
"2113","KLHDC8B",1,NA,NA,NA
"2114","KLHDC9",NA,NA,3,3
"2115","KLHL24",1,NA,NA,NA
"2116","KLHL26",1,NA,NA,NA
"2117","KLHL3",NA,NA,NA,1
"2118","KLHL42",1,NA,NA,NA
"2119","KLK7",NA,NA,1,1
"2120","KMT2E",1,4,2,5
"2121","KMT5C",2,2,NA,3
"2122","KNDC1",1,NA,NA,NA
"2123","KNSTRN",NA,1,NA,1
"2124","KPNA1",NA,NA,NA,1
"2125","KPNB1",NA,NA,NA,1
"2126","KPTN",3,1,2,2
"2127","KRBA1",1,NA,NA,NA
"2128","KRI1",NA,NA,NA,1
"2129","KRR1",NA,1,NA,1
"2130","KRT17P1",NA,NA,1,1
"2131","KRT17P6",NA,NA,1,1
"2132","KXD1",2,NA,1,1
"2133","L1CAM",2,2,NA,2
"2134","L3MBTL2",2,NA,NA,1
"2135","L3MBTL3",1,NA,NA,NA
"2136","LAMB2",3,NA,NA,NA
"2137","LAMP1",1,NA,NA,NA
"2138","LAMP5",NA,NA,1,1
"2139","LAMTOR2",2,NA,NA,NA
"2140","LAMTOR3",1,NA,NA,NA
"2141","LANCL1",1,NA,NA,NA
"2142","LANCL2",2,NA,NA,NA
"2143","LARP7",NA,NA,NA,1
"2144","LARS",NA,1,NA,1
"2145","LAS1L",2,3,1,4
"2146","LBR",NA,1,NA,2
"2147","LCA5L",1,NA,NA,NA
"2148","LCN12",NA,NA,1,1
"2149","LCOR",NA,2,NA,2
"2150","LCP1",1,NA,NA,NA
"2151","LDB1",1,NA,NA,NA
"2152","LDB2",NA,1,NA,1
"2153","LDHA",1,NA,NA,NA
"2154","LDHB",2,NA,NA,NA
"2155","LDHD_AC099508.1",NA,NA,1,NA
"2156","LDLRAP1",NA,NA,1,1
"2157","LEMD2",1,NA,NA,NA
"2158","LENG8",5,1,NA,1
"2159","LETM2",1,NA,NA,NA
"2160","LETMD1",1,NA,1,1
"2161","LGALS8",NA,NA,NA,1
"2162","LGALSL_GM12037",1,NA,NA,NA
"2163","LGI3",2,NA,NA,NA
"2164","LGI4",7,NA,2,2
"2165","LHFPL4",1,NA,NA,NA
"2166","LHX6",1,NA,NA,1
"2167","LIMCH1",2,3,3,6
"2168","LIMD2",NA,1,1,1
