"","Gene","Event","No_of_Events","Sample"
"46645","HOOK3","AL",1,"Human"
"46646","HOPX","AF",2,"Human"
"46647","HP1BP3","AF",4,"Human"
"46648","HP1BP3","AL",4,"Human"
"46649","HPCA","AF",3,"Human"
"46650","HPCA","AL",1,"Human"
"46651","HPCAL1","AF",1,"Human"
"46652","HPCAL1","AL",1,"Human"
"46653","HPRT1","AF",1,"Human"
"46654","HPRT1","AL",1,"Human"
"46655","HPS1","AL",1,"Human"
"46656","HPS3","AF",1,"Human"
"46657","HPS3","AL",1,"Human"
"46658","HPS4","AF",1,"Human"
"46659","HPS4","AL",1,"Human"
"46660","HR","AF",1,"Human"
"46661","HRAS","AL",1,"Human"
"46662","HRH3","AL",1,"Human"
"46663","HS3ST5","AF",1,"Human"
"46664","HSD11B1L","AF",4,"Human"
"46665","HSD11B1L","AL",2,"Human"
"46666","HSD17B12","AF",2,"Human"
"46667","HSD17B4","AF",2,"Human"
"46668","HSD17B4","AL",1,"Human"
"46669","HSD3B7","AF",1,"Human"
"46670","HSDL1","AL",1,"Human"
"46671","HSDL2","AF",1,"Human"
"46672","HSF2","AF",2,"Human"
"46673","HSF4","AF",2,"Human"
"46674","HSF4_FBXL8","AF",1,"Human"
"46675","HSP90AA1","AF",1,"Human"
"46676","HSP90AA1","AL",1,"Human"
"46677","HSP90AB1","AF",5,"Human"
"46678","HSP90AB1","AL",2,"Human"
"46679","HSP90B1","AF",1,"Human"
"46680","HSPA12A","AF",1,"Human"
"46681","HSPA12A","AL",2,"Human"
"46682","HSPA14","AF",1,"Human"
"46683","HSPA14","AL",1,"Human"
"46684","HSPA8","AF",1,"Human"
"46685","HSPA8","AL",1,"Human"
"46686","HSPA9","AL",1,"Human"
"46687","HSPB1","AF",1,"Human"
"46688","HSPB11","AL",1,"Human"
"46689","HSPBAP1","AF",1,"Human"
"46690","HSPBAP1","AL",1,"Human"
"46691","HSPBP1","AF",2,"Human"
"46692","HSPD1","AF",2,"Human"
"46693","HSPH1","AF",3,"Human"
"46694","HSPH1","AL",1,"Human"
"46695","HTATIP2","AF",1,"Human"
"46696","HTATSF1","AF",1,"Human"
"46697","HTATSF1","AL",1,"Human"
"46698","HTD2","AF",1,"Human"
"46699","HTR1F","AF",1,"Human"
"46700","HTRA2","AF",1,"Human"
"46701","HTRA2","AL",1,"Human"
"46702","HTT","AF",2,"Human"
"46703","HTT","AL",1,"Human"
"46704","HUS1","AL",1,"Human"
"46705","HUWE1","AF",2,"Human"
"46706","HVCN1","AF",1,"Human"
"46707","HYAL2","AF",2,"Human"
"46708","HYI","AF",1,"Human"
"46709","HYOU1","AF",2,"Human"
"46710","IAH1","AF",1,"Human"
"46711","IAH1","AL",1,"Human"
"46712","IARS","AF",2,"Human"
"46713","ICA1","AF",2,"Human"
"46714","ICA1L","AF",1,"Human"
"46715","ICAM2","AF",1,"Human"
"46716","ICAM5","AF",1,"Human"
"46717","ICE1","AF",1,"Human"
"46718","ICE1","AL",1,"Human"
"46719","ID4","AL",1,"Human"
"46720","IDH1","AF",1,"Human"
"46721","IDH2","AL",1,"Human"
"46722","IDH3A","AF",2,"Human"
"46723","IDH3A","AL",1,"Human"
"46724","IDH3B","AL",5,"Human"
"46725","IDNK","AF",1,"Human"
"46726","IDS","AF",1,"Human"
"46727","IDS","AL",4,"Human"
"46728","IDUA","AL",1,"Human"
"46729","IER3IP1","AL",1,"Human"
"46730","IFFO1","AF",1,"Human"
"46731","IFI16","AF",1,"Human"
"46732","IFI27L2","AF",1,"Human"
"46733","IFI27L2","AL",1,"Human"
"46734","IFITM10","AF",1,"Human"
"46735","IFNAR1","AF",2,"Human"
"46736","IFNAR1","AL",2,"Human"
"46737","IFNGR1","AF",1,"Human"
"46738","IFNGR2","AF",1,"Human"
"46739","IFRD1","AF",1,"Human"
"46740","IFRD1","AL",1,"Human"
"46741","IFRD2","AL",1,"Human"
"46742","IFT122","AF",5,"Human"
"46743","IFT20","AL",3,"Human"
"46744","IFT27","AL",1,"Human"
"46745","IFT52","AF",2,"Human"
"46746","IFT57","AL",1,"Human"
"46747","IFT81","AF",3,"Human"
"46748","IGBP1","AF",1,"Human"
"46749","IGBP1","AL",1,"Human"
"46750","IGF1","AL",1,"Human"
"46751","IGLON5","AF",1,"Human"
"46752","IGSF8","AF",3,"Human"
"46753","IGSF8","AL",1,"Human"
"46754","IKBKB","AF",2,"Human"
"46755","IKBKB","AL",1,"Human"
"46756","IKBKG","AF",1,"Human"
"46757","IKBKG","AL",1,"Human"
"46758","IKZF5","AL",1,"Human"
"46759","IL17D","AF",1,"Human"
"46760","IL17RC","AF",1,"Human"
"46761","ILF3","AF",7,"Human"
"46762","ILF3","AL",3,"Human"
"46763","ILKAP","AF",1,"Human"
"46764","ILVBL","AF",1,"Human"
"46765","ILVBL","AL",1,"Human"
"46766","IMMT","AF",1,"Human"
"46767","IMMT","AL",1,"Human"
"46768","IMP4","AF",1,"Human"
"46769","IMP4","AL",2,"Human"
"46770","IMPDH1","AF",3,"Human"
"46771","IMPDH1","AL",1,"Human"
"46772","IMPDH2","AF",1,"Human"
"46773","INF2","AF",1,"Human"
"46774","INF2","AL",2,"Human"
"46775","ING1","AF",1,"Human"
"46776","ING1","AL",1,"Human"
"46777","ING3","AF",1,"Human"
"46778","ING5","AL",1,"Human"
"46779","INO80E","AF",2,"Human"
"46780","INPP1","AF",3,"Human"
"46781","INPP1","AL",1,"Human"
"46782","INPP4A","AF",1,"Human"
"46783","INPP4A","AL",2,"Human"
"46784","INPP5D","AL",1,"Human"
"46785","INPP5E","AF",1,"Human"
"46786","INPP5E","AL",1,"Human"
"46787","INPP5F","AF",1,"Human"
"46788","INSIG1","AF",2,"Human"
"46789","INSR","AL",1,"Human"
"46790","INSYN1","AL",1,"Human"
"46791","INTS1","AF",1,"Human"
"46792","INTS10","AF",1,"Human"
"46793","INTS10","AL",1,"Human"
"46794","INTS11","AF",4,"Human"
"46795","INTS11","AL",1,"Human"
"46796","INTS12","AF",1,"Human"
"46797","INTS14","AF",2,"Human"
"46798","INTS6L","AF",1,"Human"
"46799","INTS6L","AL",1,"Human"
"46800","INTS7","AL",1,"Human"
"46801","INVS","AF",1,"Human"
"46802","INVS","AL",1,"Human"
"46803","IP6K2","AL",2,"Human"
"46804","IPO11","AF",1,"Human"
"46805","IPO13","AF",3,"Human"
"46806","IPO13","AL",2,"Human"
"46807","IPO5","AF",1,"Human"
"46808","IPO5","AL",1,"Human"
"46809","IPO9","AF",1,"Human"
"46810","IQCC","AF",1,"Human"
"46811","IQCG","AF",2,"Human"
"46812","IQCJ-SCHIP1","AF",3,"Human"
"46813","IQSEC1","AF",2,"Human"
"46814","IQSEC1","AL",1,"Human"
"46815","IQSEC2","AL",1,"Human"
"46816","IQSEC3","AF",1,"Human"
"46817","IQSEC3","AL",1,"Human"
"46818","IRAK1","AF",2,"Human"
"46819","IRAK2","AF",1,"Human"
"46820","IRF3","AF",1,"Human"
"46821","IRF9","AF",1,"Human"
"46822","ISCA1","AF",1,"Human"
"46823","ISCA2","AL",2,"Human"
"46824","ISCU","AF",1,"Human"
"46825","ISCU","AL",3,"Human"
"46826","ISG20L2","AF",1,"Human"
"46827","IST1","AL",1,"Human"
"46828","ITFG1","AF",3,"Human"
"46829","ITFG1","AL",2,"Human"
"46830","ITGA3","AF",1,"Human"
"46831","ITGB1BP1","AF",3,"Human"
"46832","ITGB1BP1","AL",1,"Human"
"46833","ITGB4","AF",1,"Human"
"46834","ITM2B","AF",1,"Human"
"46835","ITM2B","AL",1,"Human"
"46836","ITM2C","AF",4,"Human"
"46837","ITPA","AF",1,"Human"
"46838","ITPK1","AF",3,"Human"
"46839","ITPKA","AF",1,"Human"
"46840","ITPR1","AF",5,"Human"
"46841","ITPR1","AL",3,"Human"
"46842","ITPRID2","AF",2,"Human"
"46843","ITPRID2","AL",1,"Human"
"46844","ITPRIP","AF",1,"Human"
"46845","ITSN1","AF",2,"Human"
"46846","ITSN2","AF",1,"Human"
"46847","ITSN2","AL",1,"Human"
"46848","IVD","AF",1,"Human"
"46849","IVD","AL",1,"Human"
"46850","IVNS1ABP","AF",1,"Human"
"46851","IVNS1ABP","AL",1,"Human"
"46852","JADE1","AF",2,"Human"
"46853","JAK1","AF",1,"Human"
"46854","JAM3","AF",2,"Human"
"46855","JCAD","AL",1,"Human"
"46856","JDP2","AF",2,"Human"
"46857","JDP2","AL",1,"Human"
"46858","JKAMP","AF",1,"Human"
"46859","JKAMP","AL",2,"Human"
"46860","JMJD1C","AF",2,"Human"
"46861","JMJD1C","AL",1,"Human"
"46862","JMJD4","AF",1,"Human"
"46863","JMJD6","AL",1,"Human"
"46864","JMJD8","AF",1,"Human"
"46865","JOSD1","AF",2,"Human"
"46866","JOSD2","AF",2,"Human"
"46867","JPT2","AL",2,"Human"
"46868","JPX","AF",1,"Human"
"46869","JPX","AL",2,"Human"
"46870","JTB","AF",2,"Human"
"46871","JUP","AL",2,"Human"
"46872","KALRN","AF",9,"Human"
"46873","KALRN","AL",6,"Human"
"46874","KANK1","AF",3,"Human"
"46875","KANSL1","AF",1,"Human"
"46876","KANSL1","AL",1,"Human"
"46877","KANSL1L","AF",1,"Human"
"46878","KANSL1L","AL",1,"Human"
"46879","KANSL2","AF",1,"Human"
"46880","KANSL3","AF",1,"Human"
"46881","KARS","AF",1,"Human"
"46882","KAT2A","AF",1,"Human"
"46883","KAT2A","AL",1,"Human"
"46884","KAT5","AF",5,"Human"
"46885","KAT6B","AF",8,"Human"
"46886","KAT6B","AL",3,"Human"
"46887","KAT7","AF",1,"Human"
"46888","KAT8","AL",1,"Human"
"46889","KATNB1","AF",4,"Human"
"46890","KATNBL1","AL",1,"Human"
"46891","KAZN","AF",1,"Human"
"46892","KAZN","AL",1,"Human"
"46893","KBTBD4","AF",3,"Human"
"46894","KCNAB2","AF",4,"Human"
"46895","KCNB1","AF",1,"Human"
"46896","KCNC1","AF",2,"Human"
"46897","KCNC1","AL",2,"Human"
"46898","KCNC2","AF",1,"Human"
"46899","KCNC2","AL",3,"Human"
"46900","KCNC4","AF",2,"Human"
"46901","KCNG1","AF",2,"Human"
"46902","KCNH2","AF",1,"Human"
"46903","KCNH2","AL",1,"Human"
"46904","KCNH3","AF",5,"Human"
"46905","KCNH3","AL",2,"Human"
"46906","KCNIP2","AF",3,"Human"
"46907","KCNIP3","AF",1,"Human"
"46908","KCNJ3","AF",1,"Human"
"46909","KCNJ3","AL",1,"Human"
"46910","KCNK1","AF",2,"Human"
"46911","KCNK1","AL",2,"Human"
"46912","KCNK2","AF",1,"Human"
"46913","KCNK2","AL",1,"Human"
"46914","KCNK4","AF",2,"Human"
"46915","KCNK9","AL",1,"Human"
"46916","KCNMA1","AF",1,"Human"
"46917","KCNMA1","AL",1,"Human"
"46918","KCNMB4","AF",1,"Human"
"46919","KCNMB4","AL",1,"Human"
"46920","KCNN1","AF",2,"Human"
"46921","KCNN1","AL",1,"Human"
"46922","KCNN2","AF",2,"Human"
"46923","KCNN3","AF",1,"Human"
"46924","KCNQ2","AL",2,"Human"
"46925","KCNS3","AF",1,"Human"
"46926","KCNT1","AF",3,"Human"
"46927","KCNT1","AL",1,"Human"
"46928","KCNV1","AF",2,"Human"
"46929","KCNV1","AL",1,"Human"
"46930","KCTD1","AF",2,"Human"
"46931","KCTD13","AL",1,"Human"
"46932","KCTD15","AF",1,"Human"
"46933","KCTD15","AL",1,"Human"
"46934","KCTD18","AF",1,"Human"
"46935","KCTD2","AF",1,"Human"
"46936","KCTD3","AF",1,"Human"
"46937","KCTD3","AL",1,"Human"
"46938","KDM1A","AF",5,"Human"
"46939","KDM1B","AF",1,"Human"
"46940","KDM2A","AL",1,"Human"
"46941","KDM2B","AF",2,"Human"
"46942","KDM4A","AF",1,"Human"
"46943","KDM4C","AF",2,"Human"
"46944","KDM4C","AL",1,"Human"
"46945","KDM5A","AF",1,"Human"
"46946","KDM5A","AL",1,"Human"
"46947","KDM5B","AL",1,"Human"
"46948","KDM5D","AL",1,"Human"
"46949","KDM6B","AF",2,"Human"
"46950","KDM6B","AL",1,"Human"
"46951","KEAP1","AF",2,"Human"
"46952","KHDC1","AF",1,"Human"
"46953","KHDC1","AL",1,"Human"
"46954","KHDC4","AL",1,"Human"
"46955","KHDRBS1","AL",2,"Human"
"46956","KHDRBS3","AF",1,"Human"
"46957","KHDRBS3","AL",2,"Human"
"46958","KHK","AL",1,"Human"
"46959","KIAA0100","AL",1,"Human"
"46960","KIAA0232","AF",1,"Human"
"46961","KIAA0232","AL",1,"Human"
"46962","KIAA0319","AF",1,"Human"
"46963","KIAA0319","AL",1,"Human"
"46964","KIAA0319L","AF",1,"Human"
"46965","KIAA0408","AF",1,"Human"
"46966","KIAA0513","AF",1,"Human"
"46967","KIAA0895","AF",1,"Human"
"46968","KIAA0895","AL",1,"Human"
"46969","KIAA0895L","AF",1,"Human"
"46970","KIAA0930","AF",2,"Human"
"46971","KIAA0930","AL",1,"Human"
"46972","KIAA1109","AF",2,"Human"
"46973","KIAA1109","AL",2,"Human"
"46974","KIAA1191","AF",1,"Human"
"46975","KIAA1211","AF",1,"Human"
"46976","KIAA1211","AL",1,"Human"
"46977","KIAA1324","AF",1,"Human"
"46978","KIAA1522","AF",1,"Human"
"46979","KIAA1549","AF",1,"Human"
"46980","KIAA1549","AL",1,"Human"
"46981","KIAA1549L","AF",2,"Human"
"46982","KIAA1549L","AL",2,"Human"
"46983","KIAA1586","AF",1,"Human"
"46984","KIAA2013","AL",1,"Human"
"46985","KIAA2026","AF",1,"Human"
"46986","KIAA2026","AL",1,"Human"
"46987","KIDINS220","AF",2,"Human"
"46988","KIDINS220","AL",4,"Human"
"46989","KIF17","AF",1,"Human"
"46990","KIF1A","AF",2,"Human"
"46991","KIF1A","AL",1,"Human"
"46992","KIF1B","AF",3,"Human"
"46993","KIF1B","AL",2,"Human"
"46994","KIF1C","AF",1,"Human"
"46995","KIF21A","AF",6,"Human"
"46996","KIF21A","AL",2,"Human"
"46997","KIF21B","AF",1,"Human"
"46998","KIF21B","AL",1,"Human"
"46999","KIF22","AF",1,"Human"
"47000","KIF2A","AF",2,"Human"
"47001","KIF2A","AL",1,"Human"
"47002","KIF2C","AF",1,"Human"
"47003","KIF5A","AF",1,"Human"
"47004","KIF5C","AL",1,"Human"
"47005","KIFAP3","AF",1,"Human"
"47006","KIFAP3","AL",2,"Human"
"47007","KIFC2","AF",6,"Human"
"47008","KIFC3","AF",2,"Human"
"47009","KIRREL3","AF",1,"Human"
"47010","KIZ","AF",1,"Human"
"47011","KLC1","AF",3,"Human"
"47012","KLC1","AL",1,"Human"
"47013","KLC2","AF",5,"Human"
"47014","KLC4","AF",1,"Human"
"47015","KLF10","AF",1,"Human"
"47016","KLF11","AF",1,"Human"
"47017","KLF3-AS1","AF",1,"Human"
"47018","KLF6","AF",3,"Human"
"47019","KLF6","AL",1,"Human"
"47020","KLHDC2","AF",1,"Human"
"47021","KLHDC2","AL",2,"Human"
"47022","KLHDC3","AF",2,"Human"
"47023","KLHDC8A","AF",1,"Human"
"47024","KLHDC9","AF",2,"Human"
"47025","KLHL11","AL",1,"Human"
"47026","KLHL13","AF",3,"Human"
"47027","KLHL18","AF",1,"Human"
"47028","KLHL2","AF",3,"Human"
"47029","KLHL20","AF",2,"Human"
"47030","KLHL20","AL",1,"Human"
"47031","KLHL22","AF",1,"Human"
"47032","KLHL24","AF",2,"Human"
"47033","KLHL24","AL",1,"Human"
"47034","KLHL28","AF",1,"Human"
"47035","KLHL32","AF",1,"Human"
"47036","KLHL32","AL",1,"Human"
"47037","KLHL5","AF",1,"Human"
"47038","KLHL7","AF",3,"Human"
"47039","KLHL7","AL",2,"Human"
"47040","KMT2A","AF",2,"Human"
"47041","KMT2A","AL",2,"Human"
"47042","KMT2C","AF",2,"Human"
"47043","KMT2C","AL",1,"Human"
"47044","KMT2E","AF",3,"Human"
"47045","KMT2E","AL",4,"Human"
"47046","KMT5B","AF",1,"Human"
"47047","KMT5B","AL",1,"Human"
"47048","KMT5C","AF",2,"Human"
"47049","KMT5C","AL",1,"Human"
"47050","KNSTRN","AF",1,"Human"
"47051","KNSTRN","AL",1,"Human"
"47052","KPNA1","AF",1,"Human"
"47053","KPNA3","AF",1,"Human"
"47054","KPNA6","AF",2,"Human"
"47055","KPNB1","AF",2,"Human"
"47056","KPNB1","AL",2,"Human"
"47057","KPTN","AF",1,"Human"
"47058","KRAS","AL",1,"Human"
"47059","KRBA1","AF",2,"Human"
"47060","KRBOX4","AF",2,"Human"
"47061","KRIT1","AF",1,"Human"
"47062","KRIT1","AL",1,"Human"
"47063","KRT17P1","AL",1,"Human"
"47064","KRT222","AF",1,"Human"
"47065","KRT5","AF",1,"Human"
"47066","KRTCAP2","AF",1,"Human"
"47067","KTN1","AF",2,"Human"
"47068","KTN1","AL",1,"Human"
"47069","KXD1","AF",1,"Human"
"47070","KYAT1","AF",1,"Human"
"47071","L1CAM","AF",4,"Human"
"47072","L3HYPDH","AF",2,"Human"
"47073","L3HYPDH","AL",1,"Human"
"47074","L3MBTL2","AF",1,"Human"
"47075","L3MBTL4","AF",1,"Human"
"47076","LAMA5","AF",1,"Human"
"47077","LAMB1","AF",1,"Human"
"47078","LAMB1","AL",1,"Human"
"47079","LAMP1","AF",1,"Human"
"47080","LAMP1","AL",1,"Human"
"47081","LAMP2","AL",2,"Human"
"47082","LAMP5","AF",1,"Human"
"47083","LAMTOR4","AF",1,"Human"
"47084","LAMTOR5","AF",1,"Human"
"47085","LANCL1","AF",2,"Human"
"47086","LARP1","AF",1,"Human"
"47087","LARP4B","AF",1,"Human"
"47088","LARP4B","AL",1,"Human"
"47089","LARP7","AF",2,"Human"
"47090","LARP7","AL",1,"Human"
"47091","LARS","AF",1,"Human"
"47092","LAS1L","AF",1,"Human"
"47093","LAS1L","AL",1,"Human"
"47094","LATS1","AF",1,"Human"
"47095","LATS1","AL",1,"Human"
"47096","LBR","AF",2,"Human"
"47097","LCOR","AF",2,"Human"
"47098","LCOR","AL",1,"Human"
"47099","LCORL","AL",1,"Human"
"47100","LDB1","AF",1,"Human"
"47101","LDB2","AL",2,"Human"
"47102","LDHA","AF",2,"Human"
"47103","LDLRAD3","AF",1,"Human"
"47104","LDLRAD3","AL",1,"Human"
"47105","LEMD2","AF",1,"Human"
"47106","LEPROT","AF",1,"Human"
"47107","LEPROT","AL",1,"Human"
"47108","LEPROTL1","AL",1,"Human"
"47109","LETM1","AL",1,"Human"
"47110","LETMD1","AF",2,"Human"
"47111","LGALS8","AF",2,"Human"
"47112","LGALS8","AL",1,"Human"
"47113","LGI1","AF",2,"Human"
"47114","LGI1","AL",1,"Human"
"47115","LGI4","AF",4,"Human"
"47116","LGI4","AL",1,"Human"
"47117","LGMN","AF",1,"Human"
"47118","LHFPL3","AF",1,"Human"
"47119","LHFPL3","AL",1,"Human"
"47120","LHPP","AF",3,"Human"
"47121","LHPP","AL",2,"Human"
"47122","LHX6","AF",2,"Human"
"47123","LIG4","AF",1,"Human"
"47124","LIMA1","AF",2,"Human"
"47125","LIMA1","AL",1,"Human"
"47126","LIMCH1","AF",4,"Human"
"47127","LIMCH1","AL",3,"Human"
"47128","LIMK2","AF",1,"Human"
"47129","LIMK2","AL",1,"Human"
"47130","LIN37","AF",1,"Human"
"47131","LIN52","AL",1,"Human"
"47132","LIN7B","AF",1,"Human"
"47133","LINC-PINT","AL",1,"Human"
"47134","LINC00205","AF",1,"Human"
"47135","LINC00205","AL",1,"Human"
"47136","LINC00461","AF",2,"Human"
"47137","LINC00461","AL",2,"Human"
"47138","LINC00511","AL",1,"Human"
"47139","LINC00599","AF",1,"Human"
"47140","LINC00599","AL",2,"Human"
"47141","LINC00623","AF",1,"Human"
"47142","LINC00623","AL",1,"Human"
"47143","LINC00632","AF",2,"Human"
"47144","LINC00632","AL",2,"Human"
"47145","LINC00634","AF",1,"Human"
"47146","LINC00643","AF",1,"Human"
"47147","LINC00643","AL",1,"Human"
"47148","LINC00662","AF",1,"Human"
"47149","LINC00662","AL",1,"Human"
"47150","LINC00665","AL",2,"Human"
"47151","LINC00667","AF",1,"Human"
"47152","LINC00667","AL",1,"Human"
"47153","LINC00847","AF",2,"Human"
"47154","LINC00847","AL",1,"Human"
"47155","LINC00869","AF",3,"Human"
"47156","LINC00869","AL",1,"Human"
"47157","LINC00888","AF",1,"Human"
"47158","LINC01007","AL",2,"Human"
"47159","LINC01011","AF",1,"Human"
"47160","LINC01011","AL",2,"Human"
"47161","LINC01018","AF",1,"Human"
"47162","LINC01018","AL",1,"Human"
"47163","LINC01089","AF",2,"Human"
"47164","LINC01102","AF",1,"Human"
"47165","LINC01102","AL",2,"Human"
"47166","LINC01140","AF",1,"Human"
"47167","LINC01140","AL",1,"Human"
"47168","LINC01184","AL",1,"Human"
"47169","LINC01278","AL",1,"Human"
"47170","LINC01551","AF",1,"Human"
"47171","LINC01551","AL",1,"Human"
"47172","LINC01578","AF",1,"Human"
"47173","LINC02197","AF",1,"Human"
"47174","LINC02210","AL",1,"Human"
"47175","LINC02495","AF",1,"Human"
"47176","LINC02495","AL",1,"Human"
"47177","LINGO1","AF",6,"Human"
"47178","LINS1","AL",1,"Human"
"47179","LIPA","AF",1,"Human"
"47180","LIPE","AF",1,"Human"
"47181","LMBR1","AF",1,"Human"
"47182","LMBR1","AL",1,"Human"
"47183","LMF2","AF",1,"Human"
"47184","LMNA","AF",1,"Human"
"47185","LMNA","AL",2,"Human"
"47186","LMO2","AF",1,"Human"
"47187","LMO3","AF",9,"Human"
"47188","LMO4","AF",2,"Human"
"47189","LMO4","AL",2,"Human"
"47190","LMO7","AF",3,"Human"
"47191","LMO7","AL",1,"Human"
"47192","LMTK2","AF",2,"Human"
"47193","LMTK2","AL",2,"Human"
"47194","LMTK3","AF",1,"Human"
"47195","LNPK","AL",1,"Human"
"47196","LNX1","AF",1,"Human"
"47197","LONP1","AF",1,"Human"
"47198","LONP2","AF",1,"Human"
"47199","LONP2","AL",1,"Human"
"47200","LOXL3","AF",1,"Human"
"47201","LPAR1","AF",1,"Human"
"47202","LPAR2","AF",2,"Human"
"47203","LPIN1","AF",1,"Human"
"47204","LPIN1","AL",1,"Human"
"47205","LPL","AF",1,"Human"
"47206","LRATD1","AF",2,"Human"
"47207","LRATD1","AL",2,"Human"
"47208","LRCH1","AF",1,"Human"
"47209","LRCH1","AL",1,"Human"
"47210","LRCH3","AL",1,"Human"
"47211","LRFN3","AF",1,"Human"
"47212","LRFN4","AF",1,"Human"
"47213","LRP3","AF",4,"Human"
"47214","LRP3","AL",1,"Human"
"47215","LRP6","AL",1,"Human"
"47216","LRP8","AF",1,"Human"
"47217","LRPPRC","AF",1,"Human"
"47218","LRPPRC","AL",1,"Human"
"47219","LRRC1","AF",2,"Human"
"47220","LRRC1","AL",2,"Human"
"47221","LRRC14","AF",2,"Human"
"47222","LRRC20","AF",1,"Human"
"47223","LRRC23","AF",1,"Human"
"47224","LRRC24","AF",1,"Human"
"47225","LRRC27","AF",3,"Human"
"47226","LRRC27","AL",2,"Human"
"47227","LRRC37B","AF",1,"Human"
"47228","LRRC3B","AF",2,"Human"
"47229","LRRC41","AF",2,"Human"
"47230","LRRC41","AL",1,"Human"
"47231","LRRC45","AF",2,"Human"
"47232","LRRC49","AF",1,"Human"
"47233","LRRC49","AL",1,"Human"
"47234","LRRC4B","AF",2,"Human"
"47235","LRRC57","AL",1,"Human"
"47236","LRRC61","AF",1,"Human"
"47237","LRRC7","AF",5,"Human"
"47238","LRRC7","AL",3,"Human"
"47239","LRRC73","AL",1,"Human"
"47240","LRRC75B","AF",1,"Human"
"47241","LRRC8A","AF",1,"Human"
"47242","LRRC8A","AL",1,"Human"
"47243","LRRC8D","AF",2,"Human"
"47244","LRRC8D","AL",1,"Human"
"47245","LRRFIP1","AF",3,"Human"
"47246","LRRFIP1","AL",1,"Human"
"47247","LRRFIP2","AF",4,"Human"
"47248","LRRN3","AF",1,"Human"
"47249","LRRTM1","AF",1,"Human"
"47250","LRRTM1","AL",1,"Human"
"47251","LRRTM3","AL",1,"Human"
"47252","LRRTM4","AF",1,"Human"
"47253","LRSAM1","AF",2,"Human"
"47254","LRTM2","AF",1,"Human"
"47255","LRWD1","AF",1,"Human"
"47256","LSM12","AF",1,"Human"
"47257","LSM14A","AF",2,"Human"
"47258","LSM14A","AL",1,"Human"
"47259","LSM3","AF",1,"Human"
"47260","LSM3","AL",1,"Human"
"47261","LSM5","AL",1,"Human"
"47262","LSP1P4","AL",1,"Human"
"47263","LSS","AF",2,"Human"
"47264","LTBP1","AF",1,"Human"
"47265","LTBP3","AF",1,"Human"
"47266","LTBP4","AF",2,"Human"
"47267","LTBP4","AL",1,"Human"
"47268","LTO1","AF",1,"Human"
"47269","LTO1","AL",1,"Human"
"47270","LTV1","AF",2,"Human"
"47271","LTV1","AL",2,"Human"
"47272","LUC7L","AF",3,"Human"
"47273","LUC7L","AL",1,"Human"
"47274","LUC7L2","AF",2,"Human"
"47275","LUC7L2","AL",2,"Human"
"47276","LUC7L3","AF",3,"Human"
"47277","LUC7L3","AL",2,"Human"
"47278","LY6E","AF",1,"Human"
"47279","LY6H","AF",4,"Human"
"47280","LYNX1","AF",1,"Human"
"47281","LYPD1","AF",1,"Human"
"47282","LYPLA2","AF",1,"Human"
"47283","LYRM1","AF",3,"Human"
"47284","LYRM2","AF",1,"Human"
"47285","LYRM4","AL",1,"Human"
"47286","LYRM9","AL",1,"Human"
"47287","LYSMD2","AF",1,"Human"
"47288","LYSMD4","AF",1,"Human"
"47289","LZIC","AF",1,"Human"
"47290","LZTR1","AF",2,"Human"
"47291","LZTS2","AF",3,"Human"
"47292","M6PR","AL",1,"Human"
"47293","MACF1","AF",6,"Human"
"47294","MACF1","AL",3,"Human"
"47295","MACO1","AF",2,"Human"
"47296","MACO1","AL",2,"Human"
"47297","MACROD1","AF",1,"Human"
"47298","MACROD1","AL",1,"Human"
"47299","MAD1L1","AF",1,"Human"
"47300","MAD2L2","AF",2,"Human"
"47301","MADD","AF",4,"Human"
"47302","MAEA","AF",1,"Human"
"47303","MAF1","AF",2,"Human"
"47304","MAFG","AF",4,"Human"
"47305","MAG","AF",1,"Human"
"47306","MAGED1","AF",3,"Human"
"47307","MAGED2","AF",11,"Human"
"47308","MAGED4","AF",5,"Human"
"47309","MAGI1","AF",1,"Human"
"47310","MAGI1","AL",2,"Human"
"47311","MAGI2","AL",2,"Human"
"47312","MAGI2-AS3","AF",2,"Human"
"47313","MAGI2-AS3","AL",1,"Human"
"47314","MAGI3","AF",1,"Human"
"47315","MAGI3","AL",1,"Human"
"47316","MAL2","AF",1,"Human"
"47317","MALAT1","AL",1,"Human"
"47318","MALSU1","AF",1,"Human"
"47319","MAMLD1","AF",4,"Human"
"47320","MAN1A1","AF",1,"Human"
"47321","MAN1B1","AF",1,"Human"
"47322","MAN2A1","AF",1,"Human"
"47323","MAN2A2","AF",1,"Human"
"47324","MAOA","AF",1,"Human"
"47325","MAP11","AF",1,"Human"
"47326","MAP1A","AF",3,"Human"
"47327","MAP1A","AL",2,"Human"
"47328","MAP1B","AF",3,"Human"
"47329","MAP1B","AL",3,"Human"
"47330","MAP1LC3A","AF",2,"Human"
"47331","MAP1S","AF",1,"Human"
"47332","MAP2","AF",8,"Human"
"47333","MAP2","AL",1,"Human"
"47334","MAP2K1","AF",2,"Human"
"47335","MAP2K1","AL",1,"Human"
"47336","MAP2K2","AF",1,"Human"
"47337","MAP2K3","AF",1,"Human"
"47338","MAP2K4","AF",1,"Human"
"47339","MAP2K5","AF",1,"Human"
"47340","MAP3K10","AF",2,"Human"
"47341","MAP3K10","AL",1,"Human"
"47342","MAP3K13","AF",2,"Human"
