,associated_gene,Adult,Fetal,Adult_TPM,Fetal_TPM,diff
1463,PPP1CC,NA,2.71011736511182,NA,513,NA
1464,PPP1R12A,2.02118929906994,2.60852603357719,105,406,301
1465,PPP1R13B,NA,1.32221929473392,NA,21,NA
1466,PPP1R16A,2.38916608436453,1.41497334797082,245,26,219
1467,PPP1R1B,NA,2.32221929473392,NA,210,NA
1468,PPP1R26,NA,1,NA,10,NA
1469,PPP2R1A,NA,3.37125262912494,NA,2351,NA
1470,PPP2R2D,1.07918124604762,2.07188200730613,12,118,106
1471,PPP2R5B,2.5327543789925,2.52374646681156,341,334,6.99999999999983
1472,PPP2R5D,NA,2.4814426285023,NA,303,NA
1473,PPP4C,1.8750612633917,2.54282542695918,75,349,274
1474,PPP4R2,NA,1.82607480270083,NA,67,NA
1475,PPP6R2,NA,1.79239168949825,NA,62,NA
1476,PPWD1,NA,2.05307844348342,NA,113,NA
1477,PQLC1,2.54777470538782,1.96378782734556,353,92,261
1478,PRDM8,1.47712125471966,NA,30,NA,NA
1479,PRDX2,2.80617997398389,NA,640,NA,NA
1480,PREB,2.20682587603185,2.27875360095283,161,190,29
1481,PREPL,2.55870857053317,NA,362,NA,NA
1482,PRKAB1,NA,2.3541084391474,NA,226,NA
1483,PRKCG,2.64542226934909,NA,442,NA,NA
1484,PRKCSH,NA,2.38201704257487,NA,241,NA
1485,PRMT2,1.83884909073726,2.24303804868629,69,175,106
1486,PRMT5,NA,2.29003461136252,NA,195,NA
1487,PROSER3,0.778151250383644,NA,6,NA,NA
1488,PRPF31,NA,1,NA,10,NA
1489,PRPF38B,1.32221929473392,NA,21,NA,NA
1490,PRPF39,0.954242509439325,1.96378782734556,9,92,83
1491,PRPF40B,1.07918124604762,1.70757017609794,12,51,39
1492,PRPF4B,0.954242509439325,NA,9,NA,NA
1493,PRPSAP1,2.00860017176192,2.14301480025409,102,139,37
1494,PRR4,NA,1,NA,10,NA
1495,PRRC2B,NA,1.61278385671974,NA,41,NA
1496,PRRT2,2.75434833571102,2.59659709562646,568,395,173
1497,PRTFDC1,1.6232492903979,NA,42,NA,NA
1498,PSAP,0.778151250383644,1.7481880270062,6,56,50
1499,PSEN2,1.70757017609794,NA,51,NA,NA
1500,PSIP1,2.13033376849501,NA,135,NA,NA
1501,PSMA1,2.22271647114758,2.12385164096709,167,133,34
1502,PSMA3,NA,1.61278385671974,NA,41,NA
1503,PSMA7,NA,1.70757017609794,NA,51,NA
1504,PSMB4,NA,1,NA,10,NA
1505,PSMB7,2.23044892137827,NA,170,NA,NA
1506,PSMC1,NA,2.34439227368511,NA,221,NA
1507,PSMC2,NA,1.49136169383427,NA,31,NA
1508,PSMD11,NA,1.49136169383427,NA,31,NA
1509,PSMD2,2.89872518158949,3.09412159584056,792,1242,450
1510,PSMD6,1.93951925261862,NA,87,NA,NA
1511,PSME2,NA,1.79239168949825,NA,62,NA
1512,PSRC1,1.85733249643127,1.7481880270062,72,56,16
1513,PTBP1,NA,2.0899051114394,NA,123,NA
1514,PTCD3,1.07918124604762,1.85733249643127,12,72,60
1515,PTCH2,0.778151250383644,NA,6,NA,NA
1516,PTDSS2,NA,2.01283722470517,NA,103,NA
1517,PTGDS,2.85733249643127,NA,720,NA,NA
1518,PTGES2,2.5092025223311,2.14301480025409,323,139,184
1519,PTGR2,NA,1.66275783168157,NA,46,NA
1520,PTH1R,1.6232492903979,NA,42,NA,NA
1521,PTK2B,2.40993312333129,NA,257,NA,NA
1522,PTMA,NA,3.42553422049826,NA,2664,NA
1523,PTMS,NA,2.17318626841227,NA,149,NA
1524,PTOV1,2.64836001098093,2.45788189673399,445,287,158
1525,PTP4A2,2.45788189673399,NA,287,NA,NA
1526,PTPN1,1.47712125471966,1.55630250076729,30,36,6
1527,PTPN2,NA,1.7481880270062,NA,56,NA
1528,PTPN5,NA,2.54900326202579,NA,354,NA
1529,PTPRA,2.52113808370404,NA,332,NA,NA
1530,PTPRF,NA,1.79239168949825,NA,62,NA
1531,PTPRM,NA,1.32221929473392,NA,21,NA
1532,PTPRO,NA,1.49136169383427,NA,31,NA
1533,PTX3,NA,1.61278385671974,NA,41,NA
1534,PUF60,2.72098574415374,2.9484129657786,526,888,362
1535,PUSL1,1.25527250510331,NA,18,NA,NA
1536,PWRN1,NA,1,NA,10,NA
1537,PWWP3A,1.89209460269048,2.26717172840301,78,185,107
1538,PXDN,NA,1.49136169383427,NA,31,NA
1539,PXN,NA,1.66275783168157,NA,46,NA
1540,PYCR2,2.29446622616159,1.61278385671974,197,41,156
1541,PYCR3,0.778151250383644,NA,6,NA,NA
1542,QARS,1.93951925261862,NA,87,NA,NA
1543,QRICH1,NA,2.36361197989214,NA,231,NA
1544,QTRT1,2.13033376849501,2.5092025223311,135,323,188
1545,R3HCC1,1.07918124604762,2.29003461136252,12,195,183
1546,RAB15,NA,1.32221929473392,NA,21,NA
1547,RAB18,NA,1.70757017609794,NA,51,NA
1548,RAB1B,2.38381536598043,2.71432975974523,242,518,276
1549,RAB24,1.70757017609794,2.01283722470517,51,103,52
1550,RAB26,2.32633586092875,NA,212,NA,NA
1551,RAB3IP,2.00860017176192,NA,102,NA,NA
1552,RAB40C,2.58658730467176,NA,386,NA,NA
1553,RAB4B,1.32221929473392,NA,21,NA,NA
1554,RAB5IF,1.79934054945358,NA,63,NA,NA
1555,RABL2A,1.17609125905568,2.26717172840301,15,185,170
1556,RABL2B,1.77815125038364,2.30102999566398,60,200,140
1557,RACK1,2.60638136511061,NA,404,NA,NA
1558,RAD23A,2.76117581315573,2.72754125702856,577,534,43.0000000000001
1559,RAD50,NA,1.49136169383427,NA,31,NA
1560,RAF1,1.99563519459755,2.53655844257153,99,344,245
1561,RAI2,1.6232492903979,NA,42,NA,NA
1562,RAN,2.14612803567824,NA,140,NA,NA
1563,RANBP1,2.16435285578444,2.25527250510331,146,180,33.9999999999999
1564,RANBP2,NA,1.55630250076729,NA,36,NA
1565,RAP1GAP,2.74036268949424,1.99122607569249,550,98,452
1566,RASA4,1.75587485567249,NA,57,NA,NA
1567,RASSF4,2.24551266781415,NA,176,NA,NA
1568,RAVER1,1.70757017609794,NA,51,NA,NA
1569,RBBP4,NA,1.61278385671974,NA,41,NA
1570,RBBP7,1.51851393987789,2.49554433754645,33,313,280
1571,RBIS,1.70757017609794,NA,51,NA,NA
1572,RBL2,NA,2.01283722470517,NA,103,NA
1573,RBM14,NA,2.3541084391474,NA,226,NA
1574,RBM17,1.47712125471966,2.26717172840301,30,185,155
1575,RBM22,1.77815125038364,NA,60,NA,NA
1576,RBM23,NA,2.10720996964787,NA,128,NA
1577,RBM3,NA,2.30102999566398,NA,200,NA
1578,RBM34,NA,1.61278385671974,NA,41,NA
1579,RBM39,2.28103336724773,2.80753502806885,191,642,451
1580,RBM4,NA,2.46686762035411,NA,293,NA
1581,RBM42,NA,2.46686762035411,NA,293,NA
1582,RBM4B,NA,2.48855071650044,NA,308,NA
1583,RBM5,1.93951925261862,2.45024910831936,87,282,195
1584,RBM8A,NA,2.22788670461367,NA,169,NA
1585,RBMX,1.38021124171161,2.76342799356294,24,580,556
1586,RBPJ,NA,2.48855071650044,NA,308,NA
1587,RC3H2,1.25527250510331,2.12385164096709,18,133,115
1588,RCCD1,1.17609125905568,1.49136169383427,15,31,16
1589,RCN2,NA,2.51719589794997,NA,329,NA
1590,RDH11,NA,1.99122607569249,NA,98,NA
1591,REC8,NA,2.5854607295085,NA,385,NA
1592,REEP2,2.80002935924413,2.78604121024255,631,611,20.0000000000003
1593,REEP4,0.778151250383644,NA,6,NA,NA
1594,REEP6,1.68124123737559,NA,48,NA,NA
1595,REX1BD,NA,1.79239168949825,NA,62,NA
1596,REXO2,1.51851393987789,NA,33,NA,NA
1597,RFNG,1.65321251377534,1.55630250076729,45,36,9.00000000000001
1598,RFTN1,2.15533603746506,NA,143,NA,NA
1599,RFX5,NA,1.49136169383427,NA,31,NA
1600,RFXANK,1.6232492903979,NA,42,NA,NA
1601,RGS11,2.13033376849501,1.88649072517248,135,77,58
1602,RGS14,1.95424250943932,NA,90,NA,NA
1603,RHBDD3,1.65321251377534,2.01283722470517,45,103,58
1604,RHBDF1,1.55630250076729,NA,36,NA,NA
1605,RHBDL1,2.32633586092875,NA,212,NA,NA
1606,RHOT2,2.54406804435028,2.69722934275972,350,498,148
1607,RHPN1,1.65321251377534,NA,45,NA,NA
1608,RIC8A,2.00860017176192,1.88649072517248,102,77,25
1609,RIMKLB,NA,1.85733249643127,NA,72,NA
1610,RING1,NA,1,NA,10,NA
1611,RIOX2,1.43136376415899,NA,27,NA,NA
1612,RMDN3,2.47567118832443,NA,299,NA,NA
1613,RMND5B,1.77815125038364,1.7481880270062,60,56,3.99999999999999
1614,RNF10,2.05690485133647,2.15836249209525,114,144,30
1615,RNF103-CHMP3,0.778151250383644,NA,6,NA,NA
1616,RNF112,NA,1.49136169383427,NA,31,NA
1617,RNF157-AS1,0.954242509439325,NA,9,NA,NA
1618,RNF167,2.28780172993023,NA,194,NA,NA
1619,RNF185,2.0899051114394,2.32221929473392,123,210,86.9999999999999
1620,RNF208,2.2380461031288,NA,173,NA,NA
1621,RNF216P1,NA,1.96378782734556,NA,92,NA
1622,RNF4,NA,2.54900326202579,NA,354,NA
1623,RNF40,2.14612803567824,2.29003461136252,140,195,54.9999999999999
1624,RNF44,NA,1.93951925261862,NA,87,NA
1625,RNPC3,NA,1.66275783168157,NA,46,NA
1626,RNPS1,2.90200289135073,NA,798,NA,NA
1627,RO60,NA,2.12385164096709,NA,133,NA
1628,ROBO3,NA,1.49136169383427,NA,31,NA
1629,ROGDI,2.49276038902684,2.29003461136252,311,195,116
1630,RPIA,1.43136376415899,NA,27,NA,NA
1631,RPL10,2.54406804435028,2.76342799356294,350,580,230
1632,RPL13,1.43136376415899,NA,27,NA,NA
1633,RPL17,1.85733249643127,1.85733249643127,72,72,0
1634,RPL22,1.77815125038364,NA,60,NA,NA
1635,RPL23,2.11058971029925,NA,129,NA,NA
1636,RPL24,NA,2.03342375548695,NA,108,NA
1637,RPL26,2.19033169817029,NA,155,NA,NA
1638,RPL3,3.49262072204319,3.45939248775923,3109,2880,229
1639,RPL4,NA,1.49136169383427,NA,31,NA
1640,RPL41,2.63948648926859,NA,436,NA,NA
1641,RPL5,2.34439227368511,2.40140054078154,221,252,31.0000000000001
1642,RPL7,NA,2.81424759573192,NA,652,NA
1643,RPL7A,NA,2.22788670461367,NA,169,NA
1644,RPL9,NA,1.55630250076729,NA,36,NA
1645,RPLP0,NA,2.82736927305383,NA,672,NA
1646,RPLP1,NA,2.26717172840301,NA,185,NA
1647,RPN2,NA,2.80002935924413,NA,631,NA
1648,RPP30,1.51851393987789,1.61278385671974,33,41,7.99999999999999
1649,RPRD1A,NA,2.0899051114394,NA,123,NA
1650,RPS11,NA,2.18752072083646,NA,154,NA
1651,RPS14,1.43136376415899,2.61909333062674,27,416,389
1652,RPS2,2.81424759573192,3.09968064110925,652,1258,606.000000000001
1653,RPS23,1.68124123737559,2.17318626841227,48,149,101
1654,RPS3A,2.41497334797082,2.8109042806687,260,647,387
1655,RPS6,NA,2.63948648926859,NA,436,NA
1656,RPS6KA4,2.20682587603185,NA,161,NA,NA
1657,RPS6KB2,1.47712125471966,1.85733249643127,30,72,42
1658,RPS6KL1,1.07918124604762,NA,12,NA,NA
1659,RPUSD1,2.15533603746506,2.12385164096709,143,133,10
1660,RRN3P1,NA,1.61278385671974,NA,41,NA
1661,RRP1,NA,1.66275783168157,NA,46,NA
1662,RRP7A,NA,1.49136169383427,NA,31,NA
1663,RRP7BP,1.79934054945358,NA,63,NA,NA
1664,RRP8,1.51851393987789,NA,33,NA,NA
1665,RSAD1,1.85733249643127,1.96378782734556,72,92,20
1666,RSL1D1,NA,1.41497334797082,NA,26,NA
1667,RSPO3,NA,1.55630250076729,NA,36,NA
1668,RSPRY1,NA,2.25527250510331,NA,180,NA
1669,RSRC2,NA,2.45788189673399,NA,287,NA
1670,RSRP1,2.38381536598043,2.76342799356294,242,580,338
1671,RTKN,1.83884909073726,NA,69,NA,NA
1672,RTN1,3.24353410183206,3.19893186993221,1752,1581,171
1673,RTN2,2.46239799789896,NA,290,NA,NA
1674,RTN3,NA,3.41027096425218,NA,2572,NA
1675,RTN4,2.93196611472817,2.85973856619715,855,724,131
1676,RUFY1,NA,2.24303804868629,NA,175,NA
1677,RUNDC3A,2.73559889969818,2.22788670461367,544,169,375
1678,RUSC1,2.26007138798507,2.25527250510331,182,180,1.99999999999997
1679,RUSC2,1.83884909073726,2.07188200730613,69,118,49
1680,RUVBL2,2.26007138798507,2.22788670461367,182,169,13
1681,RWDD2A,1.43136376415899,1.55630250076729,27,36,9
1682,RWDD3,1.25527250510331,NA,18,NA,NA
1683,RXRB,2.00860017176192,NA,102,NA,NA
1684,RYR2,1.47712125471966,NA,30,NA,NA
1685,SAFB,NA,2.70586371228392,NA,508,NA
1686,SAFB2,1.90848501887865,1.99122607569249,81,98,17
1687,SAMD4B,2.28780172993023,1.88649072517248,194,77,117
1688,SAR1A,2.12057393120585,NA,132,NA,NA
1689,SARS,2.92890769024395,2.85672889038288,849,719,130
1690,SART3,NA,1.70757017609794,NA,51,NA
1691,SAT1,2.30102999566398,2.0899051114394,200,123,77
1692,SAT2,2.07918124604762,1.96378782734556,120,92,27.9999999999999
1693,SATB1-AS1,0.778151250383644,NA,6,NA,NA
1694,SBDS,2.67394199863409,2.5910646070265,472,390,82.0000000000003
1695,SBDSP1,2.04532297878666,2.05307844348342,111,113,2.00000000000001
1696,SCAF4,NA,1.49136169383427,NA,31,NA
1697,SCGB2B2_AC020910.5_SCGB1B2P,NA,1,NA,10,NA
1698,SCHIP1,2.44404479591808,2.40993312333129,278,257,20.9999999999999
1699,SCMH1,1.38021124171161,1.91381385238372,24,82,58
1700,SCML2,NA,1,NA,10,NA
1701,SCN3B,1.77815125038364,NA,60,NA,NA
1702,SCNM1,NA,1.66275783168157,NA,46,NA
1703,SCPEP1,1.47712125471966,NA,30,NA,NA
1704,SCRN2,NA,1.88649072517248,NA,77,NA
1705,SCYL1,2.52113808370404,2.20139712432045,332,159,173
1706,SDR39U1,1.85733249643127,2.05307844348342,72,113,41
1707,SEC31B,1.07918124604762,NA,12,NA,NA
1708,SEC62,NA,1.82607480270083,NA,67,NA
1709,SECISBP2,1.55630250076729,NA,36,NA,NA
1710,SEMA3B,2.29446622616159,NA,197,NA,NA
1711,SEMA4A,1.70757017609794,1.85733249643127,51,72,21
1712,SEMA6B,1.6232492903979,NA,42,NA,NA
1713,SEMA6C,NA,1.32221929473392,NA,21,NA
1714,SEPT2,NA,2.92531209149965,NA,842,NA
1715,SEPT3,NA,2.2148438480477,NA,164,NA
1716,SEPT4,3.32674537956532,1.85733249643127,2122,72,2050
1717,SEPT5,2.22271647114758,2.49554433754645,167,313,146
1718,SEPT5_GP1BB,2.39967372148104,NA,251,NA,NA
1719,SEPT8,2.57978359661681,1.49136169383427,380,31,349
1720,SEPT9,2.25285303097989,2.41830129131975,179,262,82.9999999999998
1721,SERF2,1.83884909073726,NA,69,NA,NA
1722,SETD5,1.07918124604762,NA,12,NA,NA
1723,SEZ6,NA,2.63447727016073,NA,431,NA
1724,SF1,2.48429983934679,2.68394713075151,305,483,178
1725,SF3A2,1.92427928606188,2.22788670461367,84,169,85
1726,SF3A3,NA,2.10720996964787,NA,128,NA
1727,SF3B1,1.38021124171161,2.05307844348342,24,113,89.0000000000001
1728,SF3B2,2.64836001098093,2.97772360528885,445,950,505
1729,SFT2D1,NA,1.49136169383427,NA,31,NA
1730,SFXN3,NA,2.01283722470517,NA,103,NA
1731,SGK3,1.07918124604762,NA,12,NA,NA
1732,SGSM3,2.47567118832443,2.25527250510331,299,180,119
1733,SGTA,NA,2.67394199863409,NA,472,NA
1734,SH3BP1,1.68124123737559,NA,48,NA,NA
1735,SH3GL1,NA,2.67851837904011,NA,477,NA
1736,SH3GL2,NA,2.45024910831936,NA,282,NA
1737,SH3GLB2,2.26717172840301,1.88649072517248,185,77,108
1738,SH3PXD2B,NA,1,NA,10,NA
1739,SHARPIN,2.0899051114394,1.88649072517248,123,77,46
1740,SHC4,0.778151250383644,NA,6,NA,NA
1741,SHISA8,1.25527250510331,NA,18,NA,NA
1742,SIDT2,1.38021124171161,NA,24,NA,NA
1743,SIGMAR1,NA,2.14301480025409,NA,139,NA
1744,SIN3B,2.00860017176192,2.24303804868629,102,175,73
1745,SIPA1L1,1.51851393987789,NA,33,NA,NA
1746,SIRT2,2.74741180788642,2.65513843481138,559,452,107
1747,SIRT7,1.43136376415899,1.70757017609794,27,51,24
1748,SKP1,NA,2.24303804868629,NA,175,NA
1749,SLAIN2,1.32221929473392,NA,21,NA,NA
1750,SLC11A2,NA,1.96378782734556,NA,92,NA
1751,SLC19A1,1.17609125905568,NA,15,NA,NA
1752,SLC19A2,NA,1.70757017609794,NA,51,NA
1753,SLC1A2,2.63042787502502,NA,427,NA,NA
1754,SLC20A1,2.27415784926368,NA,188,NA,NA
1755,SLC22A17,2.42975228000241,2.30102999566398,269,200,69
1756,SLC25A1,NA,2.0899051114394,NA,123,NA
1757,SLC25A18,2.55509444857832,NA,359,NA,NA
1758,SLC25A22,NA,2.54282542695918,NA,349,NA
1759,SLC25A23,2.74741180788642,NA,559,NA,NA
1760,SLC25A27,1.96848294855394,1.55630250076729,93,36,57
1761,SLC25A28,1.5910646070265,NA,39,NA,NA
1762,SLC25A29,NA,2.22788670461367,NA,169,NA
1763,SLC25A3,NA,2.33445375115093,NA,216,NA
1764,SLC25A39,2.25285303097989,2.07188200730613,179,118,61
1765,SLC25A4,1.55630250076729,1.70757017609794,36,51,15
1766,SLC25A45,0.954242509439325,NA,9,NA,NA
1767,SLC25A5,NA,2.4345689040342,NA,272,NA
1768,SLC25A51,1.25527250510331,NA,18,NA,NA
1769,SLC27A1,1.07918124604762,NA,12,NA,NA
1770,SLC27A3,NA,1,NA,10,NA
1771,SLC29A1,1.92427928606188,1.32221929473392,84,21,63
1772,SLC29A2,0.778151250383644,1,6,10,4
1773,SLC2A3,NA,1.88649072517248,NA,77,NA
1774,SLC2A8,NA,1.41497334797082,NA,26,NA
1775,SLC30A3,1.81954393554187,NA,66,NA,NA
1776,SLC30A4,NA,1.17609125905568,NA,15,NA
1777,SLC33A1,NA,1.41497334797082,NA,26,NA
1778,SLC35A1,1.6232492903979,2.20139712432045,42,159,117
1779,SLC35A5,NA,2.20139712432045,NA,159,NA
1780,SLC35B2,NA,2.17318626841227,NA,149,NA
1781,SLC35E2B,NA,2.01283722470517,NA,103,NA
1782,SLC37A4,1.07918124604762,1.55630250076729,12,36,24
1783,SLC38A10,NA,1,NA,10,NA
1784,SLC38A3,1.92427928606188,NA,84,NA,NA
1785,SLC39A13,1.85733249643127,1.49136169383427,72,31,41
1786,SLC3A2,2.56584781867352,2.65513843481138,368,452,83.9999999999999
1787,SLC41A3,2.27415784926368,1.88649072517248,188,77,111
1788,SLC43A2,NA,1.61278385671974,NA,41,NA
1789,SLC44A1,1.75587485567249,1.99122607569249,57,98,41
1790,SLC44A2,2.03342375548695,2.27875360095283,108,190,81.9999999999999
1791,SLC4A8,NA,1.49136169383427,NA,31,NA
1792,SLC5A6,1.70757017609794,1.41497334797082,51,26,25
1793,SLC6A1,2.33243845991561,NA,215,NA,NA
1794,SLC6A6,NA,1,NA,10,NA
1795,SLC6A7,2.07918124604762,1.41497334797082,120,26,94
1796,SLC7A10,1.47712125471966,NA,30,NA,NA
1797,SLC9A3-AS1,0.954242509439325,1,9,10,1
1798,SLCO1C1,NA,1.79239168949825,NA,62,NA
1799,SLIT1,1.07918124604762,1.61278385671974,12,41,29
1800,SLU7,1.5910646070265,1.32221929473392,39,21,18
1801,SLX1A,NA,1.55630250076729,NA,36,NA
1802,SLX1A-SULT1A3,NA,1.96378782734556,NA,92,NA
1803,SMARCAD1,NA,1.66275783168157,NA,46,NA
1804,SMARCC2,NA,2.39093510710338,NA,246,NA
1805,SMARCD1,1.75587485567249,2.3541084391474,57,226,169
1806,SMARCD3,2.50514997831991,2.88081359228079,320,760,440
1807,SMG1,NA,1,NA,10,NA
1808,SMG5,1.93951925261862,2.2148438480477,87,164,77
1809,SMIM11B,1.32221929473392,NA,21,NA,NA
1810,SMOX,2.41497334797082,2.17318626841227,260,149,111
1811,SMPD3,NA,2.07188200730613,NA,118,NA
1812,SMTN,1.47712125471966,1.7481880270062,30,56,26
1813,SMUG1,NA,1,NA,10,NA
1814,SMYD5,NA,2.14301480025409,NA,139,NA
1815,SNAP23,1.47712125471966,1.55630250076729,30,36,6
1816,SNAP29,NA,1.70757017609794,NA,51,NA
1817,SNCB,2.11058971029925,NA,129,NA,NA
1818,SNCG,2.50514997831991,NA,320,NA,NA
1819,SNHG21,NA,2.01283722470517,NA,103,NA
1820,SNRNP200,NA,1.82607480270083,NA,67,NA
1821,SNRNP70,2.44404479591808,2.53655844257153,278,344,65.9999999999999
1822,SNTA1,2.69019608002851,NA,490,NA,NA
1823,SNX15,NA,2.22788670461367,NA,169,NA
1824,SNX17,NA,1.49136169383427,NA,31,NA
1825,SNX2,NA,1.70757017609794,NA,51,NA
1826,SNX32,1.83884909073726,NA,69,NA,NA
1827,SORBS1,NA,1.7481880270062,NA,56,NA
1828,SORBS3,1.93951925261862,1.88649072517248,87,77,9.99999999999999
1829,SORL1,1.99563519459755,1.66275783168157,99,46,53
1830,SP2,NA,2.0899051114394,NA,123,NA
1831,SPAG5,NA,1.85733249643127,NA,72,NA
1832,SPAG9,NA,1.49136169383427,NA,31,NA
1833,SPATA20,2.04532297878666,NA,111,NA,NA
1834,SPATA33,1.6232492903979,NA,42,NA,NA
1835,SPDL1,0.778151250383644,NA,6,NA,NA
1836,SPEF1,1.07918124604762,NA,12,NA,NA
1837,SPEG,1.68124123737559,NA,48,NA,NA
1838,SPHK2,NA,1.91381385238372,NA,82,NA
1839,SPICE1,NA,1.32221929473392,NA,21,NA
1840,SPIDR,NA,1.91381385238372,NA,82,NA
1841,SPIN2B,1.07918124604762,NA,12,NA,NA
1842,SPIRE1,NA,1.32221929473392,NA,21,NA
1843,SPOUT1,1.68124123737559,1.41497334797082,48,26,22
1844,SPPL2B,1.55630250076729,1.7481880270062,36,56,20
1845,SPRYD3,2.64542226934909,1.93951925261862,442,87,355
1846,SPSB2,1.07918124604762,NA,12,NA,NA
1847,SPSB3,2.40483371661994,2.79309160017658,254,621,367
1848,SPTAN1,2.10037054511756,2.27875360095283,126,190,63.9999999999999
1849,SPTBN4,1.98227123303957,NA,96,NA,NA
1850,SQLE,1.81954393554187,2.87157293554588,66,744,678
1851,SRGAP2,NA,1.85733249643127,NA,72,NA
1852,SRI,NA,2.66931688056611,NA,467,NA
1853,SRM,NA,2.42651126136458,NA,267,NA
1854,SRPK2,1.92427928606188,1.66275783168157,84,46,38
1855,SRPK3,1.07918124604762,NA,12,NA,NA
1856,SRRM1,1.65321251377534,2.39093510710338,45,246,201
1857,SRRT,NA,2.4345689040342,NA,272,NA
1858,SRSF1,1.68124123737559,2.39093510710338,48,246,198
1859,SRSF10,0.954242509439325,2.01283722470517,9,103,94
1860,SRSF11,1.5910646070265,2.0899051114394,39,123,84
1861,SRSF2,NA,2.20139712432045,NA,159,NA
1862,SRSF3,NA,2.38201704257487,NA,241,NA
1863,SRSF5,2.56229286445647,2.92788341033071,365,847,482
1864,SRSF7,2.22271647114758,2.53655844257153,167,344,177
1865,SRSF9,2.03342375548695,2.3541084391474,108,226,118
1866,SSB,2.00860017176192,NA,102,NA,NA
1867,SSBP4,2.06818586174616,NA,117,NA,NA
1868,SSH3,1.17609125905568,NA,15,NA,NA
1869,ST3GAL1,NA,2.03342375548695,NA,108,NA
1870,ST3GAL5,2.07918124604762,NA,120,NA,NA
1871,ST6GAL2,NA,1.66275783168157,NA,46,NA
1872,ST6GALNAC6,2.62117628177504,1.79239168949825,418,62,356
1873,STAG3L1,0.778151250383644,NA,6,NA,NA
1874,STAG3L3,0.954242509439325,2.29003461136252,9,195,186
1875,STAG3L5P_PILRB_PILRA,NA,1.17609125905568,NA,15,NA
1876,STAM,NA,1.88649072517248,NA,77,NA
1877,STAMBP,NA,2.15836249209525,NA,144,NA
1878,STARD10,1.81954393554187,NA,66,NA,NA
1879,STARD3,2.2380461031288,2.01283722470517,173,103,70.0000000000001
1880,STARD7,NA,2.84695532501982,NA,703,NA
1881,STAT2,NA,1.41497334797082,NA,26,NA
1882,STAU1,1.68124123737559,2.05307844348342,48,113,65.0000000000001
1883,STIP1,2.38916608436453,2.67851837904011,245,477,232
1884,STK11,1.47712125471966,NA,30,NA,NA
1885,STK19,0.778151250383644,NA,6,NA,NA
1886,STK25,2.11058971029925,2.25527250510331,129,180,51
1887,STK38L,NA,1.49136169383427,NA,31,NA
1888,STMN4,NA,2.54282542695918,NA,349,NA
1889,STOML2,2.2148438480477,1.93951925261862,164,87,77
1890,STRADA,NA,1.91381385238372,NA,82,NA
1891,STRADB,NA,2.25527250510331,NA,180,NA
1892,STRAP,1.6232492903979,NA,42,NA,NA
1893,STRIP1,NA,2.44247976906445,NA,277,NA
1894,STRN4,2.48429983934679,NA,305,NA,NA
1895,STT3B,NA,2.12385164096709,NA,133,NA
1896,STUB1,2.75204844781944,2.27875360095283,565,190,375
1897,STX10,1.73239375982297,2.10720996964787,54,128,74
1898,STX1A,NA,2.65991620006985,NA,457,NA
1899,STX4,1.73239375982297,NA,54,NA,NA
1900,STX5,2.2148438480477,2.24303804868629,164,175,11
1901,STX7,NA,2.40993312333129,NA,257,NA
1902,SUDS3,NA,1.32221929473392,NA,21,NA
1903,SUGP2,2.16435285578444,2.41830129131975,146,262,116
1904,SULT1A1,1.6232492903979,NA,42,NA,NA
1905,SULT4A1,NA,2.34439227368511,NA,221,NA
1906,SUMF2,NA,2.2148438480477,NA,164,NA
1907,SUN1,1.92427928606188,2.18752072083646,84,154,70
1908,SUN2,NA,1.93951925261862,NA,87,NA
1909,SUOX,1.79934054945358,1,63,10,53
1910,SUPT16H,1.8750612633917,2.40993312333129,75,257,182
1911,SUPT20H,NA,1.85733249643127,NA,72,NA
1912,SUPT7L,NA,1.66275783168157,NA,46,NA
1913,SUV39H1,NA,1.66275783168157,NA,46,NA
1914,SUZ12P1,1.25527250510331,1.32221929473392,18,21,3
1915,SV2A,NA,2.10720996964787,NA,128,NA
1916,SYN1,2.89376176205794,NA,783,NA,NA
1917,SYNE1,1.79934054945358,NA,63,NA,NA
1918,SYNGR1,2.82216807936802,2.25527250510331,664,180,484
1919,SYT11,1.6232492903979,2.29003461136252,42,195,153
1920,SYT5,2.14612803567824,NA,140,NA,NA
1921,SYVN1,2.05690485133647,2.20139712432045,114,159,44.9999999999999
1922,TACC2,1.6232492903979,NA,42,NA,NA
1923,TAF11,NA,1.55630250076729,NA,36,NA
1924,TAF1C,1.43136376415899,1.88649072517248,27,77,50
1925,TAF6,NA,2.57978359661681,NA,380,NA
1926,TAF6L,NA,1.82607480270083,NA,67,NA
1927,TALDO1,NA,2.15836249209525,NA,144,NA
1928,TAMM41,NA,1,NA,10,NA
1929,TANGO2,1.73239375982297,NA,54,NA,NA
1930,TAOK2,1.07918124604762,NA,12,NA,NA
1931,TAX1BP3,NA,1.49136169383427,NA,31,NA
1932,TAZ,1.25527250510331,1.79239168949825,18,62,44
1933,TBC1D17,2.4345689040342,2.50242711998443,272,318,45.9999999999999
1934,TBC1D20,1.32221929473392,NA,21,NA,NA
1935,TBC1D3L,NA,1.32221929473392,NA,21,NA
1936,TBCD,1.73239375982297,1.79239168949825,54,62,7.99999999999999
1937,TBCK,NA,1.70757017609794,NA,51,NA
1938,TBL2,1.5910646070265,NA,39,NA,NA
1939,TBL3,1.75587485567249,NA,57,NA,NA
