"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)"
"10797","TXNDC12",1.70597101160289,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"10798","TXNDC15",1.25367334060826,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10799","TXNDC16",0.952643344944283,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10800","TXNDC17",1.32062013023888,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10801","TXNDC5",1.75427569117745,"Human (Adult)",NA,NA
"10802","TXNDC9",1.7765520858886,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"10803","TXNIP",2.06658669725112,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"10804","TXNL1",1.99403603010251,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"10805","TXNL4A",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10806","TXNL4B",1.42976459966395,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"10807","TXNRD1",1.70597101160289,"Human (Adult)",2.30145113136057,"Human (Fetal)"
"10808","TXNRD2",1.62165012590286,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"10809","TYK2",1.17449209456064,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10810","TYMP",0.776552085888602,"Human (Adult)",NA,NA
"10811","TYRO3",2.47552209022462,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10812","TYROBP",1.25367334060826,"Human (Adult)",NA,NA
"10813","TYSND1",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10814","TYW1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10815","TYW1B",0.776552085888602,"Human (Adult)",NA,NA
"10816","TYW3",1.07758208155258,"Human (Adult)",NA,NA
"10817","TYW5",NA,NA,1.40935652867009,"Human (Fetal)"
"10818","U2AF1",1.7765520858886,"Human (Adult)",NA,NA
"10819","U2AF1L4",1.32062013023888,"Human (Adult)",NA,NA
"10820","U2AF1L5",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"10821","U2AF2",1.55470333627225,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"10822","U2SURP",1.62165012590286,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"10823","U62317.2_NCAPH2",0.776552085888602,"Human (Adult)",NA,NA
"10824","U91328.1",1.47552209022462,"Human (Adult)",NA,NA
"10825","UACA",0.776552085888602,"Human (Adult)",NA,NA
"10826","UAP1",1.75427569117745,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"10827","UAP1L1",1.07758208155258,"Human (Adult)",NA,NA
"10828","UBA1",2.37861207721656,"Human (Adult)",2.54923561507133,"Human (Fetal)"
"10829","UBA2",2.08830594694436,"Human (Adult)",2.42638986796887,"Human (Fetal)"
"10830","UBA3",1.92268012156684,"Human (Adult)",2.72741986363285,"Human (Fetal)"
"10831","UBA5",1.37861207721656,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"10832","UBA52",1.62165012590286,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"10833","UBA6",1.25367334060826,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"10834","UBA6-AS1",0.776552085888602,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"10835","UBAC1",2.18309226632256,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"10836","UBAC2",1.81794477104683,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"10837","UBALD1",2.23895008378756,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10838","UBALD2",1.17449209456064,"Human (Adult)",NA,NA
"10839","UBAP1",2.40494101593891,"Human (Adult)",2.47381451789701,"Human (Fetal)"
"10840","UBAP1L",0.776552085888602,"Human (Adult)",NA,NA
"10841","UBAP2",1.07758208155258,"Human (Adult)",1.61347651132601,"Human (Fetal)"
"10842","UBAP2L",2.00700100726688,"Human (Adult)",2.60801361562451,"Human (Fetal)"
"10843","UBASH3B",0.776552085888602,"Human (Adult)",NA,NA
"10844","UBB",3.18563945533644,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"10845","UBC",3.69563017826468,"Human (Adult)",3.28092946421597,"Human (Fetal)"
"10846","UBE2A",1.90688585438361,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"10847","UBE2B",1.87346209889666,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10848","UBE2C",NA,NA,1.48853777471772,"Human (Fetal)"
"10849","UBE2D1",1.42976459966395,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"10850","UBE2D2",1.58946544253146,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"10851","UBE2D3",1.7765520858886,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"10852","UBE2D4",1.62165012590286,"Human (Adult)",NA,NA
"10853","UBE2E1",NA,NA,1.6646290337734,"Human (Fetal)"
"10854","UBE2E3",2.26791377972287,"Human (Adult)",2.48123853597622,"Human (Fetal)"
"10855","UBE2F",1.32062013023888,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10856","UBE2G1",0.776552085888602,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"10857","UBE2G2",1.51691477538285,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"10858","UBE2H",1.47552209022462,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10859","UBE2I",2.3447538099556,"Human (Adult)",2.29017012095088,"Human (Fetal)"
"10860","UBE2J1",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10861","UBE2J2",1.87346209889666,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"10862","UBE2K",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"10863","UBE2L3",2.24637410186677,"Human (Adult)",2.45074921382832,"Human (Fetal)"
"10864","UBE2L6",2.09877138062252,"Human (Adult)",2.32317038105381,"Human (Fetal)"
"10865","UBE2M",2.11897476671081,"Human (Adult)",NA,NA
"10866","UBE2N",1.32062013023888,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"10867","UBE2O",1.58946544253146,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"10868","UBE2Q1",1.79774138495854,"Human (Adult)",NA,NA
"10869","UBE2Q2",1.67964207288055,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"10870","UBE2Q2P1_GOLGA6L5P",NA,NA,1.18750777905373,"Human (Fetal)"
"10871","UBE2QL1",2.0195901345749,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10872","UBE2R2",1.37861207721656,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10873","UBE2S",2.05530568684143,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10874","UBE2T",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10875","UBE2V1",2.64578380561958,"Human (Adult)",2.86267486871713,"Human (Fetal)"
"10876","UBE2V2",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10877","UBE2W",0.776552085888602,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"10878","UBE2Z",2.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10879","UBE3A",1.85573333193623,"Human (Adult)",2.40058260436259,"Human (Fetal)"
"10880","UBE3B",1.25367334060826,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10881","UBE3C",1.07758208155258,"Human (Adult)",NA,NA
"10882","UBE3D",1.17449209456064,"Human (Adult)",NA,NA
"10883","UBE4A",0.952643344944283,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"10884","UBE4B",0.776552085888602,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"10885","UBFD1",1.79774138495854,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"10886","UBIAD1",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10887","UBL3",1.83724992624221,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"10888","UBL4A",2.18309226632256,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"10889","UBL5",2.10899054580421,"Human (Adult)",NA,NA
"10890","UBL7",2.29506602576649,"Human (Adult)",1.91450650699,"Human (Fetal)"
"10891","UBLCP1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10892","UBN1",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10893","UBOX5",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10894","UBP1",0.952643344944283,"Human (Adult)",NA,NA
"10895","UBQLN1",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10896","UBQLN4",1.6516133492803,"Human (Adult)",2.18750777905373,"Human (Fetal)"
"10897","UBR2",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10898","UBR3",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10899","UBR4",1.62165012590286,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10900","UBR5",1.32062013023888,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10901","UBR7",0.776552085888602,"Human (Adult)",NA,NA
"10902","UBTD1",1.92268012156684,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10903","UBTD2",NA,NA,1.94083544571235,"Human (Fetal)"
"10904","UBTF",2.21588477971886,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"10905","UBXN1",2.3267804389437,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"10906","UBXN10",1.07758208155258,"Human (Adult)",NA,NA
"10907","UBXN11",1.51691477538285,"Human (Adult)",NA,NA
"10908","UBXN2A",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10909","UBXN2B",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10910","UBXN4",1.87346209889666,"Human (Adult)",2.26668902510136,"Human (Fetal)"
"10911","UBXN6",2.14761994816034,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"10912","UBXN7",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10913","UBXN8",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10914","UCHL1",2.6487083586369,"Human (Adult)",2.56164487305315,"Human (Fetal)"
"10915","UCHL3",1.55470333627225,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10916","UCHL5",1.32062013023888,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10917","UCK1",2.42000476237479,"Human (Adult)",2.33363581473197,"Human (Fetal)"
"10918","UCK2",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10919","UCKL1",1.32062013023888,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"10920","UCN",0.952643344944283,"Human (Adult)",NA,NA
"10921","UCP2",1.37861207721656,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10922","UEVLD",NA,NA,1.01141651999805,"Human (Fetal)"
"10923","UFC1",1.79774138495854,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10924","UFD1",0.776552085888602,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"10925","UFL1",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10926","UFM1",2.16571817025313,"Human (Adult)",2.75960454700425,"Human (Fetal)"
"10927","UFSP2",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10928","UGCG",1.7765520858886,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"10929","UGDH",0.776552085888602,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"10930","UGP2",2.85027043623472,"Human (Adult)",2.75570950312073,"Human (Fetal)"
"10931","UGT8",1.47552209022462,"Human (Adult)",NA,NA
"10932","UHMK1",2.1382799219062,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10933","UHRF1",NA,NA,2.27858824840107,"Human (Fetal)"
"10934","UHRF1BP1L",1.37861207721656,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"10935","UHRF2",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10936","UIMC1",NA,NA,1.71038652433407,"Human (Fetal)"
"10937","ULBP2",NA,NA,1.18750777905373,"Human (Fetal)"
"10938","ULK1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10939","ULK2",1.07758208155258,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"10940","ULK3",2.47115728482217,"Human (Adult)",2.57961824406505,"Human (Fetal)"
"10941","UMAD1",NA,NA,1.48853777471772,"Human (Fetal)"
"10942","UMPS",NA,NA,1.7517792094923,"Human (Fetal)"
"10943","UNC119",1.92268012156684,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"10944","UNC119B",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10945","UNC13B",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10946","UNC13C",0.776552085888602,"Human (Adult)",NA,NA
"10947","UNC45A",0.952643344944283,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10948","UNC50",1.51691477538285,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10949","UNC5A",2.30803100293086,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10950","UNC79",0.776552085888602,"Human (Adult)",NA,NA
"10951","UNC93B1",1.37861207721656,"Human (Adult)",NA,NA
"10952","UNG",1.70597101160289,"Human (Adult)",2.41795670043201,"Human (Fetal)"
"10953","UNK",1.42976459966395,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"10954","UNKL",0.952643344944283,"Human (Adult)",NA,NA
"10955","UPF1",1.25367334060826,"Human (Adult)",NA,NA
"10956","UPF2",1.55470333627225,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10957","UPF3A",1.07758208155258,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"10958","UPF3B",NA,NA,1.31244651566203,"Human (Fetal)"
"10959","UPK3BL1",NA,NA,1.01141651999805,"Human (Fetal)"
"10960","UPP1",1.07758208155258,"Human (Adult)",NA,NA
"10961","UPRT",1.37861207721656,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"10962","UQCC1",2.12873460399996,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"10963","UQCC2",1.6516133492803,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10964","UQCC3",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10965","UQCR10",1.25367334060826,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10966","UQCR11",1.79774138495854,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10967","UQCRB",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10968","UQCRC1",3.0294051168685,"Human (Adult)",3.00042113569659,"Human (Fetal)"
"10969","UQCRC2",2.05530568684143,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"10970","UQCRFS1",2.18309226632256,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"10971","UQCRH",2.26085192523539,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"10972","UQCRQ",2.30159689292545,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10973","URB1",NA,NA,1.01141651999805,"Human (Fetal)"
"10974","URGCP",1.87346209889666,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"10975","URI1",1.55470333627225,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10976","URM1",1.37861207721656,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"10977","UROD",2.4925554295234,"Human (Adult)",2.18750777905373,"Human (Fetal)"
"10978","UROS",2.15676332760021,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"10979","USB1",2.0195901345749,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"10980","USE1",1.73079459532793,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"10981","USF1",1.42976459966395,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"10982","USF2",1.96688378405889,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"10983","USHBP1",NA,NA,1.01141651999805,"Human (Fetal)"
"10984","USO1",1.6516133492803,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"10985","USP1",1.07758208155258,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"10986","USP10",1.95264334494428,"Human (Adult)",2.70602171893162,"Human (Fetal)"
"10987","USP11",2.80997584137555,"Human (Adult)",2.88936347162724,"Human (Fetal)"
"10988","USP12",1.42976459966395,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"10989","USP13",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10990","USP14",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10991","USP15",1.07758208155258,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"10992","USP16",1.42976459966395,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"10993","USP18",0.776552085888602,"Human (Adult)",NA,NA
"10994","USP19",1.25367334060826,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"10995","USP2",1.7765520858886,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"10996","USP20",1.62165012590286,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"10997","USP21",1.7765520858886,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"10998","USP22",2.0195901345749,"Human (Adult)",2.38248438226979,"Human (Fetal)"
"10999","USP24",0.776552085888602,"Human (Adult)",NA,NA
"11000","USP25",0.776552085888602,"Human (Adult)",NA,NA
"11001","USP27X-AS1",0.952643344944283,"Human (Adult)",NA,NA
"11002","USP3",NA,NA,1.7517792094923,"Human (Fetal)"
"11003","USP30",1.25367334060826,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11004","USP32",1.42976459966395,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11005","USP32P1",NA,NA,1.48853777471772,"Human (Fetal)"
"11006","USP32P3",NA,NA,1.61347651132602,"Human (Fetal)"
"11007","USP33",1.98067206854453,"Human (Adult)",2.29017012095088,"Human (Fetal)"
"11008","USP34",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11009","USP38",NA,NA,1.01141651999805,"Human (Fetal)"
"11010","USP39",1.79774138495854,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"11011","USP4",1.58946544253146,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"11012","USP42",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11013","USP43",0.776552085888602,"Human (Adult)",NA,NA
"11014","USP46",1.17449209456064,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11015","USP47",1.32062013023888,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11016","USP48",1.07758208155258,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11017","USP5",2.57243210323268,"Human (Adult)",2.39162776170966,"Human (Fetal)"
"11018","USP51",0.776552085888602,"Human (Adult)",NA,NA
"11019","USP6NL",NA,NA,1.01141651999805,"Human (Fetal)"
"11020","USP7",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11021","USP8",1.25367334060826,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11022","USP9X",NA,NA,1.31244651566203,"Human (Fetal)"
"11023","USP9Y",0.952643344944283,"Human (Adult)",NA,NA
"11024","USPL1",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11025","UST",NA,NA,1.01141651999805,"Human (Fetal)"
"11026","UTP11",1.51691477538285,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"11027","UTP14A",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"11028","UTP15",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11029","UTP18",1.51691477538285,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"11030","UTP23",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11031","UTP25",NA,NA,1.01141651999805,"Human (Fetal)"
"11032","UTP4",2.04372381429162,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"11033","UTP6",1.47552209022462,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11034","UTRN",1.25367334060826,"Human (Adult)",NA,NA
"11035","UVRAG",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11036","UXS1",1.89049543819544,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"11037","UXT",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11038","VAC14",2.22371011723082,"Human (Adult)",2.31244651566203,"Human (Fetal)"
"11039","VAMP1",2.28843544686748,"Human (Adult)",NA,NA
"11040","VAMP2",2.57589263534218,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"11041","VAMP2_TMEM107",1.07758208155258,"Human (Adult)",NA,NA
"11042","VAMP3",1.73079459532793,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"11043","VAMP4",1.55470333627225,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11044","VAMP5",1.37861207721656,"Human (Adult)",NA,NA
"11045","VAMP7",1.79774138495854,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11046","VANGL1",NA,NA,1.01141651999805,"Human (Fetal)"
"11047","VANGL2",NA,NA,1.31244651566203,"Human (Fetal)"
"11048","VAPA",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11049","VAPB",1.92268012156684,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"11050","VARS",1.51691477538285,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11051","VARS2",1.07758208155258,"Human (Adult)",NA,NA
"11052","VASH1",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11053","VASH1-AS1",0.776552085888602,"Human (Adult)",NA,NA
"11054","VASH1-AS1_ANGEL1",NA,NA,1.01141651999805,"Human (Fetal)"
"11055","VASH2",NA,NA,1.94083544571235,"Human (Fetal)"
"11056","VASP",1.42976459966395,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11057","VAT1",2.15676332760021,"Human (Adult)",2.50972707378765,"Human (Fetal)"
"11058","VAT1L",2.06658669725112,"Human (Adult)",2.22890046421196,"Human (Fetal)"
"11059","VAV2",NA,NA,1.31244651566203,"Human (Fetal)"
"11060","VBP1",2.21588477971886,"Human (Adult)",2.34385497991366,"Human (Fetal)"
"11061","VCAM1",NA,NA,1.7895677703817,"Human (Fetal)"
"11062","VCAN",0.776552085888602,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11063","VCL",0.776552085888602,"Human (Adult)",NA,NA
"11064","VCP",1.67964207288055,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11065","VCPKMT",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11066","VDAC1",2.78087345967124,"Human (Adult)",2.52993045987594,"Human (Fetal)"
"11067","VDAC2",2.3676166929151,"Human (Adult)",2.36359903810941,"Human (Fetal)"
"11068","VDAC3",1.25367334060826,"Human (Adult)",NA,NA
"11069","VEGFA",2.05530568684143,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11070","VEGFB",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11071","VEGFD",0.776552085888602,"Human (Adult)",NA,NA
"11072","VEPH1",NA,NA,1.18750777905373,"Human (Fetal)"
"11073","VEZF1",1.62165012590286,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11074","VEZT",1.67964207288055,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11075","VGF",2.53242694156109,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11076","VGLL4",1.70597101160289,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"11077","VHL",1.32062013023888,"Human (Adult)",2.18750777905373,"Human (Fetal)"
"11078","VILL",1.73079459532793,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11079","VIM",2.56188192089937,"Human (Adult)",2.77857238608023,"Human (Fetal)"
"11080","VIP",1.17449209456064,"Human (Adult)",NA,NA
"11081","VIPAS39",1.47552209022462,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"11082","VIPR1",1.79774138495854,"Human (Adult)",NA,NA
"11083","VIRMA",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11084","VKORC1",1.42976459966395,"Human (Adult)",NA,NA
"11085","VKORC1L1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11086","VLDLR",1.25367334060826,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11087","VMA21",1.17449209456064,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"11088","VMP1",1.32062013023888,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11089","VOPP1",2.51691477538285,"Human (Adult)",2.55548456434833,"Human (Fetal)"
"11090","VPS11",1.83724992624221,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11091","VPS13A",1.25367334060826,"Human (Adult)",NA,NA
"11092","VPS13B",NA,NA,1.01141651999805,"Human (Fetal)"
"11093","VPS13C",NA,NA,1.01141651999805,"Human (Fetal)"
"11094","VPS13D",0.776552085888602,"Human (Adult)",NA,NA
"11095","VPS16",1.87346209889666,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"11096","VPS18",1.47552209022462,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11097","VPS25",1.58946544253146,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"11098","VPS26A",2.28170206420851,"Human (Adult)",2.87770385908225,"Human (Fetal)"
"11099","VPS26B",2.44400503877856,"Human (Adult)",2.41795670043201,"Human (Fetal)"
"11100","VPS26C",1.55470333627225,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"11101","VPS28",2.05530568684143,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"11102","VPS29",2.07758208155258,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"11103","VPS33A",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"11104","VPS33B",1.62165012590286,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11105","VPS35",1.6516133492803,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11106","VPS35L",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11107","VPS36",1.51691477538285,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"11108","VPS37A",1.67964207288055,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"11109","VPS37B",2.09877138062252,"Human (Adult)",2.55548456434833,"Human (Fetal)"
"11110","VPS37C",1.98067206854453,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"11111","VPS37D",1.25367334060826,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11112","VPS39",1.95264334494428,"Human (Adult)",2.54289543704031,"Human (Fetal)"
"11113","VPS41",1.75427569117745,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"11114","VPS45",1.92268012156684,"Human (Adult)",2.43466239393486,"Human (Fetal)"
"11115","VPS4A",2.76555670158714,"Human (Adult)",2.62946461671015,"Human (Fetal)"
"11116","VPS4B",1.32062013023888,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"11117","VPS50",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"11118","VPS51",2.53621993057823,"Human (Adult)",2.62420037671779,"Human (Fetal)"
"11119","VPS52",1.62165012590286,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"11120","VPS53",NA,NA,1.31244651566203,"Human (Fetal)"
"11121","VPS72",1.85573333193623,"Human (Adult)",2.47381451789701,"Human (Fetal)"
"11122","VPS8",1.17449209456064,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"11123","VPS9D1",2.00700100726688,"Human (Adult)",1.61347651132601,"Human (Fetal)"
