"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)","isoseq_comparison"
"1477","CPLANE2",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.16123483385747
"1478","CPLX1",2.94827853954183,"Human (Adult)",1.71038652433407,"Human (Fetal)",1.72374986448734
"1479","CPLX2",2.6487083586369,"Human (Adult)",2.18750777905373,"Human (Fetal)",1.21083380091232
"1480","CPNE1",1.55470333627225,"Human (Adult)",2.10832653300611,"Human (Fetal)",0.737411075529893
"1481","CPNE2",1.75427569117745,"Human (Adult)",2.10832653300611,"Human (Fetal)",0.832070205309306
"1482","CPNE3",0.776552085888602,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.481291224531309
"1483","CPNE4",1.51691477538285,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.27739354818509
"1484","CPNE6",2.63388458231987,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.76944423383502
"1485","CPNE7",1.58946544253146,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.33848844661719
"1486","CPNE8",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.894887586309141
"1487","CPOX",1.32062013023888,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.849008830114719
"1488","CPPED1",1.32062013023888,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.11209387722177
"1489","CPQ",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.675942052677916
"1490","CPSF1",1.70597101160289,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.918910655670583
"1491","CPSF3",1.79774138495854,"Human (Adult)",2.15754455567629,"Human (Fetal)",0.83323488278787
"1492","CPSF4",1.98067206854453,"Human (Adult)",2.01141651999805,"Human (Fetal)",0.984715024885271
"1493","CPSF6",0.952643344944283,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.572285671832134
"1494","CPSF7",1.93792008812358,"Human (Adult)",2.40058260436259,"Human (Fetal)",0.807270736946019
"1495","CPT1C",2.22371011723082,"Human (Adult)",2.52329988097693,"Human (Fetal)",0.881270646424271
"1496","CPT2",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.550997614933802
"1497","CPTP",2.42000476237479,"Human (Adult)",2.43466239393486,"Human (Fetal)",0.993979604072998
"1498","CPVL",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"1499","CRADD",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"1500","CRAT",2.24637410186677,"Human (Adult)",1.85651456001231,"Human (Fetal)",1.20999541304533
"1501","CRB1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"1502","CRBN",1.89049543819544,"Human (Adult)",1.88647778338975,"Human (Fetal)",1.00212971222935
"1503","CRCP",1.42976459966395,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.886139085154027
"1504","CREB1",1.07758208155258,"Human (Adult)",2.14175028849306,"Human (Fetal)",0.503131521607392
"1505","CREB3",1.37861207721656,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.926151892569877
"1506","CREB3L1",1.75427569117745,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.73447403368577
"1507","CREB5",1.17449209456064,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.98903949538464
"1508","CREBL2",0.952643344944283,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.639986005813619
"1509","CREBRF",1.87346209889666,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.993100536562002
"1510","CREBZF",1.47552209022462,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.808802239725121
"1511","CREG1",2.11897476671081,"Human (Adult)",2.17278452223303,"Human (Fetal)",0.975234656280174
"1512","CRELD1",2.05530568684143,"Human (Adult)",1.96565902943738,"Human (Fetal)",1.04560641294422
"1513","CRELD2",1.92268012156684,"Human (Adult)",1.91450650699,"Human (Fetal)",1.00426930624002
"1514","CRIM1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"1515","CRIP2",2.71607133850722,"Human (Adult)",2.74381027982102,"Human (Fetal)",0.989890357391762
"1516","CRIPT",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"1517","CRK",1.83724992624221,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.23426489904875
"1518","CRKL",1.42976459966395,"Human (Adult)",2.09059776604568,"Human (Fetal)",0.683902289998289
"1519","CRLF3",1.37861207721656,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.755681357230726
"1520","CRLS1",1.07758208155258,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.571213767286626
"1521","CRMP1",2.78727595128038,"Human (Adult)",3.67464615453092,"Human (Fetal)",0.758515468991103
"1522","CRNKL1",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.764591542048924
"1523","CROCC",1.70597101160289,"Human (Adult)",2.24186544137633,"Human (Fetal)",0.760960484120566
"1524","CROCCP2",1.37861207721656,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.806023701428143
"1525","CROT",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"1526","CRTAC1",1.51691477538285,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.27739354818509
"1527","CRTAP",0.776552085888602,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.45402140091752
"1528","CRTC1",1.47552209022462,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.842299122075013
"1529","CRTC2",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"1530","CRY1",1.58946544253146,"Human (Adult)",2.22890046421196,"Human (Fetal)",0.713116385434207
"1531","CRY2",2.22371011723082,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.26940090690727
"1532","CRYAB",2.47115728482217,"Human (Adult)",1.18750777905373,"Human (Fetal)",2.08096092371817
"1533","CRYBB2P1",1.37861207721656,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.978185469164047
"1534","CRYL1",2.1382799219062,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.51720297767658
"1535","CRYM",2.55830746054107,"Human (Adult)",2.40935652867009,"Human (Fetal)",1.06182187239561
"1536","CRYZ",1.42976459966395,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.816178541174902
"1537","CRYZL1",1.51691477538285,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.911262956854892
"1538","CS",2.38933594260834,"Human (Adult)",2.52329988097693,"Human (Fetal)",0.946909228118886
"1539","CSDC2",2.38400710910327,"Human (Adult)",2.51656649831796,"Human (Fetal)",0.947325298455936
"1540","CSDE1",2.09877138062252,"Human (Adult)",2.63980545004836,"Human (Fetal)",0.795047748910462
"1541","CSE1L",1.17449209456064,"Human (Adult)",2.24186544137633,"Human (Fetal)",0.523890539050192
"1542","CSF1R",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"1543","CSGALNACT1",1.62165012590286,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.974181089601019
"1544","CSGALNACT2",1.55470333627225,"Human (Adult)",2.15754455567629,"Human (Fetal)",0.720589214337183
"1545","CSK",1.70597101160289,"Human (Adult)",2.12535987230489,"Human (Fetal)",0.802673953636294
"1546","CSNK1A1",2.0195901345749,"Human (Adult)",2.14175028849306,"Human (Fetal)",0.942962466458163
"1547","CSNK1D",2.17449209456064,"Human (Adult)",2.48853777471772,"Human (Fetal)",0.873803129151737
"1548","CSNK1E",1.6516133492803,"Human (Adult)",2.29017012095088,"Human (Fetal)",0.721174961707452
"1549","CSNK1G2",2.1382799219062,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.62923204594557
"1550","CSNK1G3",0.776552085888602,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.466501586920124
"1551","CSNK2A1",1.25367334060826,"Human (Adult)",2.10832653300611,"Human (Fetal)",0.594629589383739
"1552","CSPG5",1.85573333193623,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.83478645567288
"1553","CSRNP1",1.58946544253146,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.12779513926921
"1554","CSRNP2",1.6516133492803,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.992181029989853
"1555","CSRP1",2.7496799394883,"Human (Adult)",1.91450650699,"Human (Fetal)",1.43623431388143
"1556","CSRP2",0.952643344944283,"Human (Adult)",2.50277821383233,"Human (Fetal)",0.380634344537293
"1557","CST3",3.43789142589464,"Human (Adult)",2.01141651999805,"Human (Fetal)",1.70918921651194
"1558","CSTB",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"1559","CSTF1",1.32062013023888,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.793342001998658
"1560","CSTF2",1.07758208155258,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.630022551172831
"1561","CSTF3",1.55470333627225,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.868759128323284
"1562","CTBP1",2.80593586357381,"Human (Adult)",2.31244651566203,"Human (Fetal)",1.21340573482215
"1563","CTBP2",1.58946544253146,"Human (Adult)",2.01141651999805,"Human (Fetal)",0.790221929037849
"1564","CTCF",1.6516133492803,"Human (Adult)",2.09059776604568,"Human (Fetal)",0.790019666195423
"1565","CTDNEP1",2.03182459099191,"Human (Adult)",1.61347651132602,"Human (Fetal)",1.25928365038427
"1566","CTDP1",1.37861207721656,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.854435789761556
"1567","CTDSP2",1.37861207721656,"Human (Adult)",1.91450650699,"Human (Fetal)",0.720087433593543
"1568","CTDSPL",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"1569","CTDSPL2",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"1570","CTH",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"1571","CTIF",1.55470333627225,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.933963847036856
"1572","CTNNA1",1.93792008812358,"Human (Adult)",2.33363581473197,"Human (Fetal)",0.83042952798792
"1573","CTNNAL1",1.47552209022462,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.886396945077844
"1574","CTNNB1",1.81794477104683,"Human (Adult)",2.22890046421196,"Human (Fetal)",0.815624026391673
"1575","CTNNBIP1",2.20791585004759,"Human (Adult)",2.40058260436259,"Human (Fetal)",0.919741668557932
"1576","CTNNBL1",1.95264334494428,"Human (Adult)",2.55548456434833,"Human (Fetal)",0.76409905666647
"1577","CTNND1",1.32062013023888,"Human (Adult)",2.07211436035166,"Human (Fetal)",0.637329751440336
"1578","CTNND2",1.42976459966395,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.960516168247786
"1579","CTPS1",1.07758208155258,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.667863507146433
"1580","CTPS2",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"1581","CTR9",0.952643344944283,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.556975473900667
"1582","CTSA",2.1382799219062,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.37467125737891
"1583","CTSB",2.15676332760021,"Human (Adult)",1.91450650699,"Human (Fetal)",1.12653747570234
"1584","CTSD",2.84473794763476,"Human (Adult)",2.01141651999805,"Human (Fetal)",1.41429580564324
"1585","CTSF",2.74269381862764,"Human (Adult)",2.51656649831796,"Human (Fetal)",1.08985549178248
"1586","CTSL",1.96688378405889,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.39558993345346
"1587","CTSO",1.25367334060826,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.955218613214023
"1588","CTTN",1.92268012156684,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.29165692280228
"1589","CTTNBP2",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"1590","CTTNBP2NL",1.42976459966395,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.01448041753715
"1591","CTU2",1.62165012590286,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.925716047499415
"1592","CTXN1",2.9020333515892,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.65662050095358
"1593","CUEDC1",1.58946544253146,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.21107064064221
"1594","CUEDC2",2.17449209456064,"Human (Adult)",2.14175028849306,"Human (Fetal)",1.01528740593313
"1595","CUL1",2.10899054580421,"Human (Adult)",2.57370938445453,"Human (Fetal)",0.819436164216026
"1596","CUL2",1.70597101160289,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.904315453181478
"1597","CUL3",0.776552085888602,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.443293356651757
"1598","CUL4A",1.42976459966395,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.835930697139125
"1599","CUL4B",1.07758208155258,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.615135786355685
"1600","CUL5",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"1601","CUTALP",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"1602","CUTC",1.32062013023888,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.11209387722177
"1603","CUX1",2.15676332760021,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.53031776113841
"1604","CUX2",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"1605","CWC15",0.952643344944283,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.639986005813619
"1606","CWC22",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"1607","CWC25",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.653934314861835
"1608","CWC27",1.25367334060826,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.889535979793039
"1609","CWF19L1",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.821048376976354
"1610","CX3CL1",2.50490586790983,"Human (Adult)",1.01141651999805,"Human (Fetal)",2.47663135650054
"1611","CXADR",2.00700100726688,"Human (Adult)",1.91450650699,"Human (Fetal)",1.04831245020018
"1612","CXCL12",1.17449209456064,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.597505506790163
"1613","CXORF40A",1.42976459966395,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.858908844346504
"1614","CXORF40B",1.7765520858886,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.14212132129571
"1615","CXORF56",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"1616","CXXC1",1.87346209889666,"Human (Adult)",2.27858824840107,"Human (Fetal)",0.82220300232449
"1617","CXXC5",2.53998007945154,"Human (Adult)",2.34385497991366,"Human (Fetal)",1.08367629448862
"1618","CYB561",1.81794477104683,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.53089083129666
"1619","CYB5B",1.51691477538285,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.804098934394631
"1620","CYB5D1",1.55470333627225,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.30921528573995
"1621","CYB5D2",1.6516133492803,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.17189179294384
"1622","CYB5R1",1.75427569117745,"Human (Adult)",1.6646290337734,"Human (Fetal)",1.05385383504987
"1623","CYB5R3",2.94973835430088,"Human (Adult)",2.88647778338975,"Human (Fetal)",1.02191618147043
"1624","CYB5R4",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.591682843164766
"1625","CYBC1",2.03182459099191,"Human (Adult)",2.17278452223303,"Human (Fetal)",0.935124753605916
"1626","CYBRD1",1.37861207721656,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.978185469164047
"1627","CYC1",2.57243210323268,"Human (Adult)",2.34385497991366,"Human (Fetal)",1.09752187113873
"1628","CYCS",2.42000476237479,"Human (Adult)",1.18750777905373,"Human (Fetal)",2.03788539751981
"1629","CYFIP1",1.17449209456064,"Human (Adult)",1.91450650699,"Human (Fetal)",0.613469889118939
"1630","CYFIP2",2.81596620506474,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.60748922570035
"1631","CYHR1",2.23895008378756,"Human (Adult)",1.88647778338975,"Human (Fetal)",1.18684147966188
"1632","CYLD",1.42976459966395,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.919176334136718
"1633","CYP26A1",0.952643344944283,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.543814734061366
"1634","CYP27A1",1.79774138495854,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.20772305244283
"1635","CYP46A1",2.85573333193623,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.91848227195832
"1636","CYP4X1",1.55470333627225,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.18458414702561
"1637","CYP51A1",2.1382799219062,"Human (Adult)",2.70602171893162,"Human (Fetal)",0.790193185422924
"1638","CYTH1",1.55470333627225,"Human (Adult)",2.40058260436259,"Human (Fetal)",0.64763584200222
"1639","CYTH2",2.14761994816034,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.38067583400295
"1640","CYTH3",1.32062013023888,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.711343804505429
"1641","CZIB",1.75427569117745,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.17852278993063
"1642","D2HGDH",2.0195901345749,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.99679369937401
"1643","DAAM1",1.32062013023888,"Human (Adult)",2.27858824840107,"Human (Fetal)",0.579578224001456
"1644","DAAM2",1.6516133492803,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.63297050881024
"1645","DACT3",2.18309226632256,"Human (Adult)",1.01141651999805,"Human (Fetal)",2.15845027558652
"1646","DAD1",1.87346209889666,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.20442345866772
"1647","DAG1",1.42976459966395,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.783720432346662
"1648","DAGLA",1.47552209022462,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.886396945077844
"1649","DAGLB",1.6516133492803,"Human (Adult)",1.6646290337734,"Human (Fetal)",0.992181029989853
"1650","DALRD3",1.67964207288055,"Human (Adult)",1.6646290337734,"Human (Fetal)",1.00901884972721
"1651","DANCR",1.6516133492803,"Human (Adult)",1.48853777471772,"Human (Fetal)",1.10955420637109
"1652","DAP",1.90688585438361,"Human (Adult)",2.20174821816834,"Human (Fetal)",0.866078073164045
"1653","DAP3",1.58946544253146,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.02184584724398
"1654","DAPK1",1.25367334060826,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.687196628559645
"1655","DAPK3",2.42976459966395,"Human (Adult)",2.45857455134027,"Human (Fetal)",0.988281847438541
"1656","DARS",1.47552209022462,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.794780780073622
"1657","DAZAP1",1.37861207721656,"Human (Adult)",1.96565902943738,"Human (Fetal)",0.701348533275966
"1658","DAZAP2",1.42976459966395,"Human (Adult)",1.88647778338975,"Human (Fetal)",0.757901636718375
"1659","DBI",2.11897476671081,"Human (Adult)",1.88647778338975,"Human (Fetal)",1.12324395514655
"1660","DBN1",2.03182459099191,"Human (Adult)",2.62946461671015,"Human (Fetal)",0.772714178422384
"1661","DBNDD1",2.62165012590286,"Human (Adult)",2.09059776604568,"Human (Fetal)",1.25401938549932
"1662","DBNL",2.25367334060826,"Human (Adult)",2.48123853597622,"Human (Fetal)",0.908285643613697
"1663","DBR1",0.952643344944283,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.590429013535106
"1664","DCAF1",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"1665","DCAF10",1.47552209022462,"Human (Adult)",1.9891401252869,"Human (Fetal)",0.741788912438636
"1666","DCAF11",1.79774138495854,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.985425611879292
"1667","DCAF12",1.07758208155258,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.590672824772627
"1668","DCAF13",0.952643344944283,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.8022207195168
"1669","DCAF15",1.7765520858886,"Human (Adult)",2.05280920515628,"Human (Fetal)",0.865424843880392
"1670","DCAF4",1.32062013023888,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.00622776964951
"1671","DCAF5",1.51691477538285,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.847643101584973
"1672","DCAF6",2.50082795548939,"Human (Adult)",2.22890046421196,"Human (Fetal)",1.12200073338563
"1673","DCAF7",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.842218022210427
"1674","DCAF8",1.89049543819544,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.21537396225302
"1675","DCAKD",2.20791585004759,"Human (Adult)",2.18750777905373,"Human (Fetal)",1.00932937070637
"1676","DCHS1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"1677","DCK",2.35058335361632,"Human (Adult)",2.67886947288801,"Human (Fetal)",0.877453484541085
"1678","DCLK1",1.47552209022462,"Human (Adult)",1.7517792094923,"Human (Fetal)",0.842299122075013
"1679","DCLK2",1.75427569117745,"Human (Adult)",1.94083544571235,"Human (Fetal)",0.903876572871214
"1680","DCLRE1C",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"1681","DCP1A",1.85573333193623,"Human (Adult)",2.24186544137633,"Human (Fetal)",0.827763030593377
"1682","DCP1B",1.37861207721656,"Human (Adult)",1.31244651566203,"Human (Fetal)",1.05041391078794
"1683","DCTD",2.03182459099191,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.999615651953392
"1684","DCTN1",2.77218728048615,"Human (Adult)",2.64990577695269,"Human (Fetal)",1.0461456043445
"1685","DCTN2",1.17449209456064,"Human (Adult)",1.40935652867009,"Human (Fetal)",0.833353428084606
"1686","DCTN3",2.17449209456064,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.54289709546565
"1687","DCTN4",1.58946544253146,"Human (Adult)",2.05280920515628,"Human (Fetal)",0.774287955519205
"1688","DCTN5",1.75427569117745,"Human (Adult)",1.9891401252869,"Human (Fetal)",0.881926652062496
"1689","DCTN6",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)",0.894887586309141
"1690","DCTPP1",1.42976459966395,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.835930697139125
"1691","DCUN1D1",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.521687859776261
"1692","DCUN1D2",1.51691477538285,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.27739354818509
"1693","DCUN1D4",1.47552209022462,"Human (Adult)",2.21553650265398,"Human (Fetal)",0.665988616507605
"1694","DCUN1D5",0.776552085888602,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.481291224531309
"1695","DCX",1.55470333627225,"Human (Adult)",2.68351437793377,"Human (Fetal)",0.579353458679556
"1696","DCXR",2.22371011723082,"Human (Adult)",1.01141651999805,"Human (Fetal)",2.19860964623665
"1697","DDA1",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.842218022210427
"1698","DDAH1",2.11897476671081,"Human (Adult)",2.24186544137633,"Human (Fetal)",0.945183741897519
"1699","DDB1",2.24637410186677,"Human (Adult)",2.54289543704031,"Human (Fetal)",0.883392242223429
"1700","DDHD2",1.81794477104683,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.16873211905414
"1701","DDIT4",2.67964207288055,"Human (Adult)",2.61347651132602,"Human (Fetal)",1.02531706761771
"1702","DDOST",1.99403603010251,"Human (Adult)",2.5364613270349,"Human (Fetal)",0.786148800633803
"1703","DDR1",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)",1.05571800262837
"1704","DDR2",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
"1705","DDRGK1",2.0195901345749,"Human (Adult)",1.7517792094923,"Human (Fetal)",1.15287938321874
"1706","DDX1",2.53621993057823,"Human (Adult)",2.82432987664091,"Human (Fetal)",0.897989980403657
"1707","DDX10",1.32062013023888,"Human (Adult)",1.71038652433407,"Human (Fetal)",0.772117946119257
"1708","DDX17",1.51691477538285,"Human (Adult)",1.61347651132602,"Human (Fetal)",0.940152995556278
"1709","DDX18",1.7765520858886,"Human (Adult)",1.40935652867009,"Human (Fetal)",1.26054128231485
"1710","DDX19A",1.6516133492803,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.06179989640222
"1711","DDX19B",0.776552085888602,"Human (Adult)",2.03260581906799,"Human (Fetal)",0.382047556197922
"1712","DDX20",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)",0.842218022210427
"1713","DDX23",1.58946544253146,"Human (Adult)",2.01141651999805,"Human (Fetal)",0.790221929037849
"1714","DDX24",2.74269381862764,"Human (Adult)",2.77484451356099,"Human (Fetal)",0.988413514783898
"1715","DDX25",1.47552209022462,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.808802239725121
"1716","DDX27",1.75427569117745,"Human (Adult)",1.94083544571235,"Human (Fetal)",0.903876572871214
"1717","DDX39A",1.67964207288055,"Human (Adult)",2.20174821816834,"Human (Fetal)",0.762867460966021
"1718","DDX3X",1.87346209889666,"Human (Adult)",2.38248438226979,"Human (Fetal)",0.786348113271498
"1719","DDX41",2.25367334060826,"Human (Adult)",2.30145113136057,"Human (Fetal)",0.979240145445078
"1720","DDX42",1.55470333627225,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.868759128323284
"1721","DDX46",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)",0.907431597973409
"1722","DDX47",2.1382799219062,"Human (Adult)",1.85651456001231,"Human (Fetal)",1.15177115653325
"1723","DDX49",1.87346209889666,"Human (Adult)",1.85651456001231,"Human (Fetal)",1.00912868622169
"1724","DDX5",2.4925554295234,"Human (Adult)",2.7822685316402,"Human (Fetal)",0.895871624603394
"1725","DDX50",1.79774138495854,"Human (Adult)",1.85651456001231,"Human (Fetal)",0.968342195466876
"1726","DDX54",1.92268012156684,"Human (Adult)",1.71038652433407,"Human (Fetal)",1.12412024662988
"1727","DDX55",1.32062013023888,"Human (Adult)",1.82432987664091,"Human (Fetal)",0.723893275634175
"1728","DDX56",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.16123483385747
"1729","DDX59",1.07758208155258,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.692762953905645
"1730","DEAF1",2.7355934782097,"Human (Adult)",2.66942791665517,"Human (Fetal)",1.0247864200197
"1731","DECR1",1.62165012590286,"Human (Adult)",1.55548456434833,"Human (Fetal)",1.04253694512375
"1732","DEDD",1.32062013023888,"Human (Adult)",1.7895677703817,"Human (Fetal)",0.737954802324811
"1733","DEDD2",1.87346209889666,"Human (Adult)",2.09059776604568,"Human (Fetal)",0.896137042392556
"1734","DEF8",2.44864994382432,"Human (Adult)",2.14175028849306,"Human (Fetal)",1.14329385502135
"1735","DEGS1",1.89049543819544,"Human (Adult)",1.88647778338975,"Human (Fetal)",1.00212971222935
"1736","DEK",1.83724992624221,"Human (Adult)",2.58544778772577,"Human (Fetal)",0.710611885091792
"1737","DELE1",1.51691477538285,"Human (Adult)",1.55548456434833,"Human (Fetal)",0.975204004045105
"1738","DENND1B",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)",0.767786634422481
"1739","DENND2A",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)",1.0654187075713
